# Simulation 17 (Up to date)
# 217 data points written for 14 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Lateral distance (m),Latitude (° N),Longitude (° E),Angle of attack (°),Mass (g),Motor mass (g),CP location (cm),CG location (cm),Wind velocity (m/s),Wind direction (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.675,67.549,55.436,55.605,3.731,20.8,85.39,1.561,500.589,29.7,58.033,43.945,3.052,90
1.714,69.728,54.884,55.056,3.902,20.8,85.39,1.453,500.589,29.7,58.074,43.945,3.058,90
1.758,72.106,54.281,54.455,4.092,20.8,85.39,1.086,500.589,29.7,58.22,43.945,3.156,90
1.808,74.803,53.595,53.772,4.309,20.8,85.39,0.75,500.589,29.7,58.362,43.945,3.047,90
1.858,77.466,52.918,53.096,4.527,20.8,85.39,0.219,500.589,29.7,58.603,43.945,3.039,90
1.908,80.095,52.247,52.425,4.744,20.8,85.39,0.206,500.589,29.7,58.609,43.945,2.917,90
1.958,82.691,51.582,51.759,4.959,20.8,85.39,0.626,500.589,29.7,58.416,43.945,2.83,90
2.008,85.253,50.922,51.099,5.172,20.8,85.39,0.829,500.589,29.7,58.327,43.945,2.63,90
2.058,87.783,50.268,50.442,5.383,20.8,85.39,1.153,500.589,29.7,58.191,43.945,2.651,90
2.108,90.28,49.618,49.79,5.591,20.8,85.39,1.207,500.589,29.7,58.169,43.945,2.565,90
2.158,92.745,48.972,49.142,5.796,20.8,85.39,1.205,500.589,29.7,58.17,43.945,2.566,90
2.208,95.177,48.331,48.499,5.999,20.8,85.39,1.111,500.589,29.7,58.208,43.945,2.613,90
2.258,97.578,47.692,47.859,6.2,20.8,85.39,0.73,500.589,29.7,58.368,43.945,2.515,90
2.308,99.947,47.058,47.224,6.399,20.8,85.39,0.441,500.589,29.7,58.497,43.945,2.559,90
2.358,102.284,46.426,46.592,6.596,20.8,85.39,0.001,500.589,29.7,58.707,43.945,2.501,90
2.408,104.589,45.797,45.964,6.792,20.8,85.39,0.488,500.589,29.7,58.475,43.945,2.395,90
2.458,106.863,45.17,45.339,6.988,20.8,85.39,0.875,500.589,29.7,58.305,43.945,2.318,90
2.508,109.106,44.546,44.717,7.183,20.8,85.39,0.914,500.589,29.7,58.288,43.945,2.444,90
2.558,111.318,43.925,44.099,7.379,20.8,85.39,0.831,500.589,29.7,58.323,43.945,2.59,90
2.608,113.499,43.308,43.484,7.574,20.8,85.39,0.88,500.589,29.7,58.302,43.945,2.565,90
2.658,115.649,42.695,42.873,7.77,20.8,85.39,0.915,500.589,29.7,58.287,43.945,2.482,90
2.708,117.768,42.085,42.266,7.965,20.8,85.39,0.705,500.589,29.7,58.377,43.945,2.526,90
2.758,119.858,41.48,41.662,8.16,20.8,85.39,0.645,500.589,29.7,58.404,43.945,2.409,90
2.808,121.916,40.878,41.062,8.355,20.8,85.39,0.279,500.589,29.7,58.571,43.945,2.482,90
2.858,123.945,40.281,40.466,8.549,20.8,85.39,0.026,500.589,29.7,58.693,43.945,2.496,90
2.908,125.945,39.687,39.874,8.742,20.8,85.39,0.264,500.589,29.7,58.577,43.945,2.466,90
2.958,127.914,39.097,39.284,8.934,20.8,85.39,0.499,500.589,29.7,58.468,43.945,2.45,90
3.008,129.854,38.51,38.698,9.125,20.8,85.39,0.92,500.589,29.7,58.284,43.945,2.594,90
3.058,131.765,37.928,38.115,9.314,20.8,85.39,1.433,500.589,29.7,58.077,43.945,2.853,90
3.108,133.647,37.348,37.534,9.502,20.8,85.39,1.338,500.589,29.7,58.113,43.945,2.765,90
3.158,135.5,36.771,36.956,9.688,20.8,85.39,1.462,500.589,29.7,58.065,43.945,2.89,90
3.208,137.324,36.197,36.382,9.871,20.8,85.39,1.509,500.589,29.7,58.047,43.945,3.027,90
3.258,139.12,35.626,35.81,10.053,20.8,85.39,1.411,500.589,29.7,58.084,43.945,3.13,90
3.308,140.887,35.057,35.24,10.234,20.8,85.39,1.24,500.589,29.7,58.152,43.945,3.239,90
3.358,142.626,34.49,34.673,10.412,20.8,85.39,0.496,500.589,29.7,58.468,43.945,3.022,90
3.408,144.336,33.925,34.109,10.59,20.8,85.39,0.006,500.589,29.7,58.701,43.945,2.968,90
3.458,146.018,33.36,33.546,10.767,20.8,85.39,0.749,500.589,29.7,58.355,43.945,2.754,90
3.508,147.672,32.797,32.986,10.943,20.8,85.39,0.805,500.589,29.7,58.331,43.945,2.926,90
3.558,149.298,32.236,32.428,11.119,20.8,85.39,1.065,500.589,29.7,58.222,43.945,2.939,90
3.608,150.896,31.676,31.871,11.295,20.8,85.39,1.16,500.589,29.7,58.183,43.945,3.007,90
3.658,152.465,31.119,31.318,11.471,20.8,85.39,0.977,500.589,29.7,58.258,43.945,3.196,90
3.708,154.008,30.564,30.766,11.647,20.8,85.39,1.372,500.589,29.7,58.098,43.945,3.02,90
3.758,155.522,30.011,30.216,11.823,20.8,85.39,1.49,500.589,29.7,58.052,43.945,2.958,90
3.808,157.009,29.459,29.669,11.999,20.8,85.39,1.388,500.589,29.7,58.092,43.945,2.975,90
3.858,158.468,28.911,29.124,12.175,20.8,85.39,1.072,500.589,29.7,58.218,43.945,3.07,90
3.908,159.9,28.365,28.582,12.35,20.8,85.39,0.642,500.589,29.7,58.401,43.945,3.198,90
3.958,161.305,27.822,28.042,12.526,20.8,85.39,0.896,500.589,29.7,58.291,43.945,2.952,90
4.008,162.682,27.281,27.505,12.701,20.8,85.39,0.641,500.589,29.7,58.402,43.945,2.949,90
4.058,164.033,26.743,26.969,12.876,20.8,85.39,0.345,500.589,29.7,58.536,43.945,2.953,90
4.108,165.356,26.206,26.437,13.05,20.8,85.39,0.211,500.589,29.7,58.599,43.945,2.869,90
4.158,166.653,25.673,25.906,13.224,20.8,85.39,0.162,500.589,29.7,58.623,43.945,2.896,90
4.208,167.924,25.141,25.377,13.397,20.8,85.39,0.503,500.589,29.7,58.463,43.945,2.908,90
4.258,169.167,24.612,24.851,13.569,20.8,85.39,0.939,500.589,29.7,58.272,43.945,2.968,90
4.308,170.385,24.084,24.326,13.741,20.8,85.39,1.409,500.589,29.7,58.083,43.945,3.054,90
4.358,171.576,23.559,23.804,13.911,20.8,85.39,1.673,500.589,29.7,57.982,43.945,3.063,90
4.408,172.741,23.036,23.283,14.081,20.8,85.39,1.453,500.589,29.7,58.066,43.945,2.878,90
4.458,173.88,22.514,22.764,14.25,20.8,85.39,1.815,500.589,29.7,57.93,43.945,2.961,90
4.508,174.992,21.994,22.247,14.417,20.8,85.39,2.062,500.589,29.7,57.842,43.945,3.01,90
4.558,176.079,21.476,21.731,14.584,20.8,85.39,2.47,500.589,29.7,57.704,43.945,3.144,90
4.608,177.14,20.959,21.217,14.75,20.8,85.39,2.528,500.589,29.7,57.685,43.945,3.153,90
4.658,178.175,20.444,20.705,14.914,20.8,85.39,2.394,500.589,29.7,57.729,43.945,3.104,90
4.708,179.184,19.93,20.194,15.077,20.8,85.39,2.203,500.589,29.7,57.793,43.945,3.051,90
4.758,180.168,19.416,19.685,15.239,20.8,85.39,1.865,500.589,29.7,57.911,43.945,2.953,90
4.808,181.126,18.904,19.177,15.401,20.8,85.39,1.924,500.589,29.7,57.89,43.945,3.011,90
4.858,182.058,18.393,18.671,15.562,20.8,85.39,1.619,500.589,29.7,58.002,43.945,2.941,90
4.908,182.965,17.883,18.166,15.722,20.8,85.39,1.875,500.589,29.7,57.908,43.945,3.072,90
4.958,183.847,17.375,17.663,15.881,20.8,85.39,2.184,500.589,29.7,57.799,43.945,3.221,90
5.008,184.703,16.868,17.162,16.039,20.8,85.39,1.572,500.589,29.7,58.019,43.945,3.055,90
5.058,185.534,16.361,16.662,16.197,20.8,85.39,1.468,500.589,29.7,58.059,43.945,3.06,90
5.108,186.339,15.855,16.163,16.354,20.8,85.39,0.851,500.589,29.7,58.308,43.945,2.895,90
5.158,187.119,15.35,15.666,16.511,20.8,85.39,1.028,500.589,29.7,58.234,43.945,2.976,90
5.208,187.874,14.845,15.17,16.668,20.8,85.39,0.592,500.589,29.7,58.422,43.945,2.859,90
5.258,188.604,14.342,14.676,16.824,20.8,85.39,0.438,500.589,29.7,58.491,43.945,2.82,90
5.308,189.308,13.839,14.184,16.979,20.8,85.39,0.272,500.589,29.7,58.568,43.945,2.767,90
5.358,189.987,13.337,13.693,17.135,20.8,85.39,0.281,500.589,29.7,58.564,43.945,2.752,90
5.408,190.642,12.836,13.204,17.29,20.8,85.39,0.655,500.589,29.7,58.393,43.945,2.824,90
5.458,191.271,12.336,12.717,17.444,20.8,85.39,1.125,500.589,29.7,58.194,43.945,2.905,90
5.508,191.875,11.837,12.232,17.598,20.8,85.39,1.281,500.589,29.7,58.131,43.945,2.887,90
5.558,192.455,11.339,11.748,17.752,20.8,85.39,1.07,500.589,29.7,58.217,43.945,2.763,90
5.608,193.009,10.841,11.267,17.906,20.8,85.39,1.651,500.589,29.7,57.989,43.945,2.824,90
5.658,193.539,10.345,10.789,18.059,20.8,85.39,1.173,500.589,29.7,58.174,43.945,2.614,90
5.708,194.044,9.849,10.312,18.212,20.8,85.39,2.393,500.589,29.7,57.728,43.945,2.788,90
5.758,194.524,9.354,9.838,18.365,20.8,85.39,2.98,500.589,29.7,57.541,43.945,2.795,90
5.808,194.979,8.861,9.367,18.517,20.8,85.39,3.981,500.589,29.7,57.259,43.945,2.875,90
5.858,195.41,8.369,8.9,18.669,20.8,85.39,5.145,500.589,29.7,56.976,43.945,2.971,90
5.908,195.816,7.877,8.436,18.82,20.8,85.39,5.934,500.589,29.7,56.808,43.945,2.963,90
5.958,196.198,7.388,7.976,18.97,20.8,85.39,7.528,500.589,29.7,56.514,43.945,3.108,90
6.008,196.555,6.9,7.52,19.12,20.8,85.39,9.342,500.589,29.7,56.24,43.945,3.282,90
6.058,196.888,6.414,7.069,19.269,20.8,85.39,11.099,500.589,29.7,56.022,43.945,3.425,90
6.108,197.196,5.931,6.625,19.417,20.8,85.39,12.474,500.589,29.7,55.876,43.945,3.464,90
# Event EJECTION_CHARGE occurred at t=6.141 seconds
6.141,197.387,5.611,6.334,19.515,20.8,85.39,13.018,500.589,29.7,55.824,43.945,3.396,90
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.142 seconds
6.144,197.401,5.587,6.312,19.522,20.8,85.39,NaN,500.589,29.7,0,43.945,3.391,90
6.218,197.782,4.623,5.34,19.731,20.8,85.39,NaN,500.589,29.7,0,43.945,3.214,90
6.298,198.114,3.652,4.389,19.936,20.8,85.39,NaN,500.589,29.7,0,43.945,3.276,90
6.384,198.384,2.676,3.474,20.134,20.8,85.39,NaN,500.589,29.7,0,43.945,3.033,90
6.474,198.582,1.694,2.642,20.327,20.8,85.39,NaN,500.589,29.7,0,43.945,2.838,90
6.569,198.696,0.707,1.997,20.512,20.8,85.39,NaN,500.589,29.7,0,43.945,2.953,90
6.64,198.721,0,1.757,20.64,20.8,85.39,NaN,500.589,29.7,0,43.945,2.895,90
# Event APOGEE occurred at t=6.641 seconds
6.641,198.721,-0.01,1.756,20.642,20.8,85.39,NaN,500.589,29.7,0,43.945,2.896,90
6.742,198.67,-0.999,1.895,20.812,20.8,85.39,NaN,500.589,29.7,0,43.945,2.782,90
6.847,198.514,-1.989,2.475,20.973,20.8,85.39,NaN,500.589,29.7,0,43.945,3.015,90
6.955,198.245,-2.977,3.253,21.123,20.8,85.39,NaN,500.589,29.7,0,43.945,3.313,90
7.067,197.854,-3.958,4.114,21.261,20.8,85.39,NaN,500.589,29.7,0,43.945,3.191,90
7.186,197.325,-4.938,5.023,21.382,20.8,85.39,NaN,500.589,29.7,0,43.945,2.985,90
7.313,196.637,-5.916,5.959,21.486,20.8,85.39,NaN,500.589,29.7,0,43.945,2.684,90
7.451,195.754,-6.893,6.911,21.569,20.8,85.39,NaN,500.589,29.7,0,43.945,2.724,90
7.605,194.618,-7.861,7.865,21.627,20.8,85.39,NaN,500.589,29.7,0,43.945,2.868,90
7.783,193.136,-8.811,8.811,21.643,20.8,85.39,NaN,500.589,29.7,0,43.945,2.974,90
7.996,191.157,-9.734,9.744,21.588,20.8,85.39,NaN,500.589,29.7,0,43.945,3.247,90
8.265,188.421,-10.594,10.638,21.398,20.8,85.39,NaN,500.589,29.7,0,43.945,3.031,90
8.649,184.205,-11.414,11.517,20.921,20.8,85.39,NaN,500.589,29.7,0,43.945,3.031,90
9.149,178.373,-11.913,12.098,20.011,20.8,85.39,NaN,500.589,29.7,0,43.945,3.272,90
9.649,172.386,-12.035,12.307,18.84,20.8,85.39,NaN,500.589,29.7,0,43.945,2.936,90
10.149,166.358,-12.077,12.379,17.517,20.8,85.39,NaN,500.589,29.7,0,43.945,2.827,90
10.649,160.318,-12.084,12.396,16.147,20.8,85.39,NaN,500.589,29.7,0,43.945,3.332,90
11.149,154.277,-12.078,12.443,14.709,20.8,85.39,NaN,500.589,29.7,0,43.945,3.353,90
11.649,148.239,-12.077,12.478,13.176,20.8,85.39,NaN,500.589,29.7,0,43.945,2.759,90
12.149,142.201,-12.074,12.437,11.646,20.8,85.39,NaN,500.589,29.7,0,43.945,3.056,90
12.649,136.164,-12.073,12.443,10.147,20.8,85.39,NaN,500.589,29.7,0,43.945,3.26,90
13.149,130.129,-12.069,12.464,8.617,20.8,85.39,NaN,500.589,29.7,0,43.945,3.124,90
13.649,124.095,-12.067,12.463,7.06,20.8,85.39,NaN,500.589,29.7,0,43.945,3.207,90
14.149,118.062,-12.063,12.468,5.493,20.8,85.39,NaN,500.589,29.7,0,43.945,2.715,90
14.649,112.032,-12.057,12.418,3.961,20.8,85.39,NaN,500.589,29.7,0,43.945,3.383,90
15.149,106.004,-12.054,12.456,2.433,20.8,85.39,NaN,500.589,29.7,0,43.945,3.468,90
15.649,99.978,-12.051,12.487,0.831,20.8,85.39,NaN,500.589,29.7,0,43.945,3.601,90
16.149,93.953,-12.048,12.52,0.839,20.8,85.39,NaN,500.589,29.7,0,43.945,2.685,90
16.649,87.932,-12.038,12.433,2.467,20.8,85.39,NaN,500.589,29.7,0,43.945,2.947,90
17.149,81.912,-12.041,12.42,4.006,20.8,85.39,NaN,500.589,29.7,0,43.945,3.254,90
17.649,75.892,-12.039,12.439,5.549,20.8,85.39,NaN,500.589,29.7,0,43.945,3.255,90
18.149,69.873,-12.037,12.449,7.126,20.8,85.39,NaN,500.589,29.7,0,43.945,3.237,90
18.649,63.855,-12.034,12.452,8.721,20.8,85.39,NaN,500.589,29.7,0,43.945,3.386,90
19.149,57.84,-12.03,12.468,10.34,20.8,85.39,NaN,500.589,29.7,0,43.945,3.25,90
19.649,51.825,-12.027,12.462,11.975,20.8,85.39,NaN,500.589,29.7,0,43.945,3.215,90
20.149,45.813,-12.024,12.454,13.603,20.8,85.39,NaN,500.589,29.7,0,43.945,3.122,90
20.649,39.802,-12.02,12.437,15.212,20.8,85.39,NaN,500.589,29.7,0,43.945,2.901,90
21.149,33.793,-12.016,12.403,16.778,20.8,85.39,NaN,500.589,29.7,0,43.945,2.433,90
21.649,27.787,-12.007,12.331,18.25,20.8,85.39,NaN,500.589,29.7,0,43.945,2.917,90
22.149,21.783,-12.009,12.344,19.666,20.8,85.39,NaN,500.589,29.7,0,43.945,3.241,90
22.649,15.78,-12.005,12.376,21.132,20.8,85.39,NaN,500.589,29.7,0,43.945,2.846,90
23.149,9.778,-12.003,12.359,22.62,20.8,85.39,NaN,500.589,29.7,0,43.945,3.428,90
23.649,3.778,-11.997,12.401,24.141,20.8,85.39,NaN,500.589,29.7,0,43.945,3.322,90
# Event GROUND_HIT occurred at t=23.963 seconds
# Event SIMULATION_END occurred at t=23.963 seconds
23.963,0,-11.997,12.412,25.137,20.8,85.39,NaN,500.589,29.7,0,43.945,3.257,90
