# Simulation 29 (Up to date)
# 246 data points written for 14 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Lateral distance (m),Latitude (° N),Longitude (° E),Angle of attack (°),Mass (g),Motor mass (g),CP location (cm),CG location (cm),Wind velocity (m/s),Wind direction (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.236,0.636,8.012,8.012,3.338e-4,20.8,85.39,14.301,531.139,60.25,NaN,46.947,2.044,90
0.243,0.697,8.415,8.415,3.479e-4,20.8,85.39,13.713,530.969,60.08,NaN,46.932,2.055,90
0.253,0.784,8.936,8.936,3.667e-4,20.8,85.39,12.997,530.742,59.852,NaN,46.911,2.064,90
0.259,0.834,9.213,9.213,3.77e-4,20.8,85.39,12.612,530.617,59.727,NaN,46.9,2.063,90
0.267,0.912,9.619,9.619,3.926e-4,20.8,85.39,12.087,530.445,59.556,NaN,46.884,2.062,90
# Event LAUNCHROD occurred at t=0.277 seconds
0.277,1.01,10.095,10.095,4.114e-4,20.8,85.39,11.524,530.237,59.347,55.975,46.865,2.06,90
0.291,1.153,10.719,10.719,4.838e-4,20.8,85.39,10.819,529.95,59.061,56.054,46.839,2.057,90
0.312,1.384,11.588,11.588,7.687e-4,20.8,85.39,9.859,529.56,58.671,56.171,46.803,2.036,90
0.315,1.423,11.723,11.723,8.355e-4,20.8,85.39,9.709,529.497,58.607,56.191,46.797,2.03,90
0.32,1.483,11.92,11.92,9.461e-4,20.8,85.39,9.494,529.41,58.521,56.219,46.789,2.022,90
0.328,1.574,12.207,12.207,0.001,20.8,85.39,9.188,529.281,58.391,56.261,46.778,2.009,90
0.339,1.716,12.617,12.617,0.001,20.8,85.39,8.767,529.086,58.197,56.321,46.76,1.989,90
0.343,1.766,12.753,12.753,0.002,20.8,85.39,8.63,529.019,58.13,56.341,46.754,1.982,90
0.349,1.842,12.953,12.953,0.002,20.8,85.39,8.431,528.927,58.038,56.37,46.745,1.972,90
0.358,1.959,13.245,13.245,0.002,20.8,85.39,8.223,528.791,57.901,56.402,46.733,1.975,90
0.373,2.163,13.719,13.719,0.003,20.8,85.39,7.913,528.557,57.668,56.451,46.711,1.984,90
0.396,2.483,14.383,14.383,0.004,20.8,85.39,7.495,528.235,57.346,56.52,46.682,1.997,90
0.402,2.574,14.555,14.556,0.004,20.8,85.39,7.401,528.147,57.257,56.535,46.673,2.004,90
0.411,2.711,14.81,14.81,0.005,20.8,85.39,7.302,528.021,57.131,56.552,46.662,2.024,90
0.425,2.921,15.188,15.188,0.006,20.8,85.39,7.155,527.832,56.942,56.578,46.644,2.054,90
0.435,3.069,15.444,15.445,0.007,20.8,85.39,7.056,527.702,56.813,56.595,46.633,2.075,90
0.449,3.294,15.826,15.826,0.008,20.8,85.39,6.908,527.511,56.622,56.622,46.615,2.107,90
0.471,3.643,16.395,16.395,0.009,20.8,85.39,6.431,527.225,56.336,56.71,46.589,2.08,90
0.482,3.824,16.681,16.681,0.01,20.8,85.39,6.193,527.08,56.191,56.756,46.575,2.065,90
0.498,4.101,17.107,17.108,0.012,20.8,85.39,5.844,526.866,55.977,56.826,46.555,2.043,90
0.523,4.53,17.741,17.741,0.014,20.8,85.39,5.554,526.546,55.656,56.887,46.526,2.078,90
0.544,4.908,18.272,18.272,0.016,20.8,85.39,5.32,526.273,55.384,56.938,46.501,2.112,90
0.575,5.494,19.065,19.065,0.018,20.8,85.39,4.821,525.869,54.98,57.051,46.463,2.113,90
0.602,6.01,19.736,19.736,0.02,20.8,85.39,4.38,525.527,54.638,57.157,46.431,2.106,90
0.642,6.817,20.741,20.741,0.023,20.8,85.39,3.816,525.014,54.125,57.304,46.384,2.127,90
0.674,7.496,21.55,21.55,0.024,20.8,85.39,3.299,524.601,53.712,57.448,46.345,2.119,90
0.722,8.564,22.77,22.77,0.024,20.8,85.39,2.549,523.978,53.089,57.678,46.287,2.111,90
0.747,9.137,23.402,23.402,0.022,20.8,85.39,2.195,523.657,52.768,57.796,46.257,2.116,90
0.784,10.025,24.352,24.353,0.018,20.8,85.39,1.506,523.173,52.284,58.045,46.212,2.052,90
0.807,10.587,24.933,24.934,0.015,20.8,85.39,1.167,522.876,51.987,58.179,46.184,2.042,90
0.841,11.453,25.797,25.798,0.007,20.8,85.39,0.925,522.437,51.548,58.279,46.143,2.142,90
0.891,12.77,27.033,27.036,0.01,20.8,85.39,0.453,521.796,50.907,58.486,46.082,2.23,90
0.941,14.152,28.238,28.244,0.035,20.8,85.39,0.258,521.169,50.28,58.577,46.023,2.187,90
0.953,14.492,28.522,28.529,0.042,20.8,85.39,0.417,521.018,50.129,58.503,46.009,2.178,90
0.971,15.01,28.947,28.955,0.054,20.8,85.39,0.582,520.794,49.904,58.428,45.988,2.199,90
0.998,15.8,29.588,29.598,0.073,20.8,85.39,0.816,520.457,49.568,58.326,45.956,2.229,90
1.002,15.918,29.683,29.694,0.077,20.8,85.39,0.847,520.407,49.518,58.312,45.951,2.235,90
1.008,16.097,29.827,29.838,0.081,20.8,85.39,0.89,520.332,49.442,58.294,45.944,2.245,90
1.017,16.366,30.041,30.054,0.089,20.8,85.39,0.952,520.219,49.329,58.268,45.933,2.261,90
1.031,16.774,30.362,30.377,0.101,20.8,85.39,1.043,520.049,49.16,58.231,45.917,2.284,90
1.051,17.394,30.844,30.861,0.121,20.8,85.39,1.175,519.795,48.906,58.177,45.893,2.315,90
1.079,18.274,31.514,31.535,0.151,20.8,85.39,1.528,519.44,48.551,58.038,45.859,2.254,90
1.121,19.631,32.522,32.551,0.205,20.8,85.39,1.941,518.905,48.016,57.886,45.808,2.19,90
1.128,19.847,32.681,32.711,0.214,20.8,85.39,1.991,518.822,47.932,57.869,45.8,2.184,90
1.138,20.173,32.918,32.95,0.228,20.8,85.39,2.061,518.697,47.808,57.844,45.789,2.175,90
1.153,20.666,33.271,33.307,0.25,20.8,85.39,2.152,518.51,47.621,57.813,45.771,2.165,90
1.175,21.416,33.796,33.837,0.286,20.8,85.39,2.227,518.229,47.34,57.787,45.744,2.174,90
1.201,22.296,34.392,34.44,0.331,20.8,85.39,2.288,517.905,47.016,57.767,45.713,2.183,90
1.24,23.644,35.274,35.333,0.405,20.8,85.39,2.43,517.428,46.539,57.719,45.667,2.125,90
1.29,25.436,36.4,36.475,0.515,20.8,85.39,2.439,516.812,45.923,57.717,45.608,2.082,90
1.3,25.812,36.63,36.709,0.539,20.8,85.39,2.421,516.685,45.796,57.723,45.596,2.074,90
1.315,26.381,36.975,37.059,0.577,20.8,85.39,2.352,516.496,45.607,57.746,45.578,2.084,90
1.339,27.244,37.491,37.584,0.637,20.8,85.39,2.227,516.212,45.323,57.788,45.55,2.098,90
1.373,28.561,38.264,38.371,0.733,20.8,85.39,1.977,515.786,44.897,57.875,45.509,2.13,90
1.4,29.586,38.855,38.971,0.811,20.8,85.39,1.748,515.461,44.572,57.958,45.478,2.16,90
1.44,31.153,39.733,39.865,0.935,20.8,85.39,1.396,514.979,44.089,58.091,45.431,2.181,90
1.49,33.167,40.816,40.967,1.104,20.8,85.39,0.971,514.374,43.485,58.263,45.373,2.156,90
1.507,33.869,41.183,41.34,1.165,20.8,85.39,0.825,514.167,43.278,58.325,45.353,2.14,90
1.533,34.934,41.726,41.892,1.26,20.8,85.39,0.607,513.866,42.977,58.42,45.324,2.112,90
1.571,36.558,42.522,42.702,1.407,20.8,85.39,0.291,513.415,42.525,58.565,45.28,2.056,90
1.599,37.746,43.083,43.271,1.517,20.8,85.39,0.075,513.089,42.2,58.669,45.248,2.008,90
1.641,39.557,43.918,44.119,1.689,20.8,85.39,0.365,512.608,41.719,58.531,45.201,2.038,90
1.691,41.779,44.931,45.144,1.903,20.8,85.39,0.733,512.03,41.141,58.366,45.145,1.993,90
1.696,42.02,45.04,45.255,1.927,20.8,85.39,0.766,511.968,41.079,58.352,45.138,1.986,90
1.704,42.383,45.204,45.421,1.962,20.8,85.39,0.826,511.874,40.985,58.326,45.129,1.987,90
1.716,42.93,45.45,45.67,2.016,20.8,85.39,0.933,511.733,40.844,58.281,45.115,2.006,90
1.734,43.756,45.82,46.044,2.098,20.8,85.39,1.08,511.521,40.632,58.22,45.095,2.033,90
1.761,45.008,46.378,46.607,2.222,20.8,85.39,1.254,511.203,40.314,58.149,45.063,2.063,90
1.798,46.72,47.133,47.37,2.393,20.8,85.39,1.396,510.774,39.885,58.093,45.021,2.081,90
1.848,49.103,48.171,48.417,2.633,20.8,85.39,1.573,510.181,39.292,58.026,44.963,2.209,90
1.88,50.655,48.84,49.091,2.791,20.8,85.39,1.64,509.801,38.912,58.001,44.925,2.334,90
1.928,53.024,49.851,50.111,3.032,20.8,85.39,1.414,509.224,38.335,58.087,44.868,2.357,90
1.944,53.824,50.191,50.453,3.114,20.8,85.39,1.264,509.032,38.143,58.147,44.849,2.325,90
1.968,55.035,50.695,50.963,3.238,20.8,85.39,1.073,508.746,37.856,58.224,44.821,2.328,90
2,56.667,51.351,51.627,3.407,20.8,85.39,0.81,508.364,37.474,58.335,44.783,2.356,90
2.036,58.528,52.013,52.299,3.601,20.8,85.39,0.404,507.961,37.072,58.516,44.743,2.314,90
2.068,60.2,52.405,52.699,3.778,20.8,85.39,0.004,507.672,36.783,58.708,44.714,2.244,90
2.096,61.669,52.533,52.833,3.934,20.8,85.39,0.359,507.494,36.605,58.537,44.697,2.16,90
2.12,62.93,52.507,52.812,4.07,20.8,85.39,0.572,507.39,36.5,58.44,44.686,2.165,90
2.147,64.346,52.337,52.646,4.223,20.8,85.39,0.769,507.321,36.432,58.353,44.679,2.188,90
2.173,65.703,52.062,52.373,4.371,20.8,85.39,0.937,507.296,36.406,58.281,44.677,2.202,90
# Event BURNOUT occurred at t=2.201 seconds
2.201,67.156,51.705,52.018,4.531,20.8,85.39,1.083,507.289,36.4,58.22,44.676,2.214,90
2.243,69.316,51.144,51.461,4.77,20.8,85.39,1.285,507.289,36.4,58.139,44.676,2.165,90
2.293,71.856,50.479,50.802,5.056,20.8,85.39,1.499,507.289,36.4,58.055,44.676,1.99,90
2.343,74.364,49.819,50.147,5.342,20.8,85.39,1.428,507.289,36.4,58.082,44.676,1.909,90
2.393,76.838,49.163,49.497,5.629,20.8,85.39,1.187,507.289,36.4,58.177,44.676,1.835,90
2.443,79.28,48.515,48.853,5.916,20.8,85.39,0.745,507.289,36.4,58.362,44.676,1.831,90
2.493,81.69,47.873,48.214,6.202,20.8,85.39,0.257,507.289,36.4,58.583,44.676,1.807,90
2.543,84.068,47.237,47.58,6.488,20.8,85.39,0.447,507.289,36.4,58.495,44.676,1.961,90
2.593,86.414,46.606,46.949,6.772,20.8,85.39,0.758,507.289,36.4,58.356,44.676,1.827,90
2.643,88.728,45.981,46.323,7.054,20.8,85.39,1.164,507.289,36.4,58.185,44.676,1.847,90
2.693,91.012,45.359,45.7,7.334,20.8,85.39,1.592,507.289,36.4,58.018,44.676,1.989,90
2.743,93.264,44.742,45.08,7.611,20.8,85.39,1.701,507.289,36.4,57.977,44.676,2,90
2.793,95.486,44.129,44.464,7.885,20.8,85.39,1.638,507.289,36.4,58,44.676,2.003,90
2.843,97.677,43.518,43.852,8.156,20.8,85.39,1.51,507.289,36.4,58.049,44.676,2.071,90
2.893,99.838,42.911,43.243,8.425,20.8,85.39,1.238,507.289,36.4,58.155,44.676,2.124,90
2.943,101.968,42.307,42.638,8.691,20.8,85.39,0.842,507.289,36.4,58.318,44.676,2.152,90
2.993,104.069,41.704,42.037,8.955,20.8,85.39,0.251,507.289,36.4,58.584,44.676,2.07,90
3.043,106.139,41.104,41.438,9.219,20.8,85.39,0.127,507.289,36.4,58.643,44.676,2.151,90
3.093,108.179,40.505,40.843,9.481,20.8,85.39,0.359,507.289,36.4,58.533,44.676,2.319,90
3.143,110.189,39.909,40.25,9.743,20.8,85.39,0.746,507.289,36.4,58.359,44.676,2.342,90
3.193,112.17,39.314,39.66,10.004,20.8,85.39,1.097,507.289,36.4,58.21,44.676,2.339,90
3.243,114.121,38.722,39.072,10.265,20.8,85.39,1.254,507.289,36.4,58.147,44.676,2.408,90
3.293,116.042,38.131,38.487,10.526,20.8,85.39,1.55,507.289,36.4,58.032,44.676,2.309,90
3.343,117.934,37.542,37.905,10.787,20.8,85.39,1.538,507.289,36.4,58.036,44.676,2.343,90
3.393,119.797,36.957,37.325,11.049,20.8,85.39,1.478,507.289,36.4,58.059,44.676,2.335,90
3.443,121.63,36.374,36.749,11.311,20.8,85.39,1.522,507.289,36.4,58.042,44.676,2.191,90
3.493,123.434,35.795,36.176,11.573,20.8,85.39,1.355,507.289,36.4,58.106,44.676,2.124,90
3.543,125.209,35.22,35.607,11.834,20.8,85.39,0.662,507.289,36.4,58.394,44.676,2.348,90
3.593,126.956,34.65,35.041,12.096,20.8,85.39,0.122,507.289,36.4,58.644,44.676,2.45,90
3.643,128.674,34.084,34.479,12.356,20.8,85.39,0.433,507.289,36.4,58.497,44.676,2.559,90
3.693,130.365,33.521,33.919,12.616,20.8,85.39,0.729,507.289,36.4,58.364,44.676,2.521,90
3.743,132.027,32.962,33.362,12.874,20.8,85.39,0.993,507.289,36.4,58.252,44.676,2.488,90
3.793,133.661,32.405,32.807,13.131,20.8,85.39,1.113,507.289,36.4,58.202,44.676,2.399,90
3.843,135.267,31.85,32.255,13.386,20.8,85.39,1.138,507.289,36.4,58.192,44.676,2.287,90
3.893,136.846,31.298,31.705,13.64,20.8,85.39,1.091,507.289,36.4,58.211,44.676,2.166,90
3.943,138.397,30.748,31.158,13.893,20.8,85.39,1.145,507.289,36.4,58.189,44.676,2.131,90
3.993,139.921,30.2,30.613,14.144,20.8,85.39,1.264,507.289,36.4,58.141,44.676,2.161,90
4.043,141.417,29.654,30.071,14.394,20.8,85.39,1.106,507.289,36.4,58.204,44.676,2.063,90
4.093,142.886,29.11,29.531,14.643,20.8,85.39,1.044,507.289,36.4,58.23,44.676,2.041,90
4.143,144.328,28.568,28.993,14.891,20.8,85.39,0.746,507.289,36.4,58.356,44.676,1.91,90
4.193,145.743,28.028,28.457,15.138,20.8,85.39,0.912,507.289,36.4,58.285,44.676,2.036,90
4.243,147.131,27.489,27.924,15.384,20.8,85.39,1.069,507.289,36.4,58.219,44.676,2.168,90
4.293,148.492,26.953,27.392,15.628,20.8,85.39,0.987,507.289,36.4,58.253,44.676,2.19,90
4.343,149.826,26.418,26.863,15.872,20.8,85.39,0.56,507.289,36.4,58.438,44.676,2.05,90
4.393,151.134,25.885,26.335,16.115,20.8,85.39,0.227,507.289,36.4,58.591,44.676,1.961,90
4.443,152.415,25.353,25.81,16.357,20.8,85.39,0.239,507.289,36.4,58.586,44.676,2.036,90
4.493,153.669,24.822,25.287,16.599,20.8,85.39,0.147,507.289,36.4,58.63,44.676,2.057,90
4.543,154.897,24.293,24.765,16.84,20.8,85.39,0.103,507.289,36.4,58.651,44.676,2.096,90
4.593,156.098,23.766,24.246,17.08,20.8,85.39,0.01,507.289,36.4,58.697,44.676,2.096,90
4.643,157.273,23.24,23.728,17.32,20.8,85.39,0.19,507.289,36.4,58.609,44.676,2.059,90
4.693,158.422,22.715,23.213,17.559,20.8,85.39,0.551,507.289,36.4,58.441,44.676,1.935,90
4.743,159.545,22.191,22.699,17.798,20.8,85.39,0.272,507.289,36.4,58.569,44.676,2.075,90
4.793,160.642,21.669,22.187,18.037,20.8,85.39,0.453,507.289,36.4,58.485,44.676,2.009,90
4.843,161.712,21.149,21.678,18.275,20.8,85.39,0.821,507.289,36.4,58.322,44.676,1.857,90
4.893,162.756,20.629,21.17,18.513,20.8,85.39,0.601,507.289,36.4,58.418,44.676,1.93,90
4.943,163.775,20.111,20.664,18.75,20.8,85.39,0.381,507.289,36.4,58.518,44.676,1.989,90
4.993,164.768,19.595,20.16,18.987,20.8,85.39,0.423,507.289,36.4,58.499,44.676,1.936,90
5.043,165.734,19.08,19.658,19.224,20.8,85.39,0.032,507.289,36.4,58.685,44.676,2.061,90
5.093,166.676,18.567,19.158,19.46,20.8,85.39,0.75,507.289,36.4,58.352,44.676,2.273,90
5.143,167.591,18.056,18.66,19.696,20.8,85.39,1.188,507.289,36.4,58.169,44.676,2.374,90
5.193,168.481,17.547,18.164,19.931,20.8,85.39,0.914,507.289,36.4,58.282,44.676,2.215,90
5.243,169.346,17.038,17.67,20.166,20.8,85.39,0.814,507.289,36.4,58.325,44.676,2.119,90
5.293,170.185,16.53,17.178,20.4,20.8,85.39,0.886,507.289,36.4,58.294,44.676,2.078,90
5.343,170.999,16.024,16.689,20.633,20.8,85.39,1.166,507.289,36.4,58.178,44.676,2.102,90
5.393,171.787,15.519,16.201,20.866,20.8,85.39,1.03,507.289,36.4,58.233,44.676,1.986,90
5.443,172.551,15.014,15.716,21.098,20.8,85.39,1.131,507.289,36.4,58.192,44.676,1.941,90
5.493,173.289,14.511,15.233,21.33,20.8,85.39,1.489,507.289,36.4,58.051,44.676,1.97,90
5.543,174.002,14.009,14.752,21.562,20.8,85.39,1.559,507.289,36.4,58.024,44.676,1.904,90
5.593,174.69,13.508,14.274,21.792,20.8,85.39,1.869,507.289,36.4,57.909,44.676,1.903,90
5.643,175.353,13.008,13.798,22.023,20.8,85.39,2.24,507.289,36.4,57.78,44.676,1.912,90
5.693,175.991,12.509,13.325,22.253,20.8,85.39,2.603,507.289,36.4,57.66,44.676,1.91,90
5.743,176.604,12.011,12.855,22.482,20.8,85.39,2.697,507.289,36.4,57.63,44.676,1.827,90
5.793,177.192,11.514,12.387,22.711,20.8,85.39,3.664,507.289,36.4,57.344,44.676,1.969,90
5.843,177.755,11.019,11.923,22.939,20.8,85.39,4.607,507.289,36.4,57.101,44.676,2.093,90
5.893,178.294,10.526,11.462,23.166,20.8,85.39,5.546,507.289,36.4,56.888,44.676,2.205,90
5.943,178.808,10.034,11.005,23.392,20.8,85.39,6.677,507.289,36.4,56.664,44.676,2.358,90
5.993,179.297,9.543,10.551,23.618,20.8,85.39,6.841,507.289,36.4,56.634,44.676,2.255,90
6.043,179.762,9.053,10.102,23.843,20.8,85.39,6.702,507.289,36.4,56.659,44.676,2.071,90
6.093,180.202,8.563,9.658,24.066,20.8,85.39,7.446,507.289,36.4,56.528,44.676,2.091,90
6.143,180.618,8.074,9.219,24.289,20.8,85.39,8.064,507.289,36.4,56.427,44.676,2.067,90
6.193,181.01,7.586,8.786,24.511,20.8,85.39,9.282,507.289,36.4,56.248,44.676,2.165,90
# Event EJECTION_CHARGE occurred at t=6.201 seconds
6.201,181.07,7.508,8.718,24.547,20.8,85.39,9.478,507.289,36.4,56.221,44.676,2.18,90
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.202 seconds
6.204,181.089,7.484,8.696,24.558,20.8,85.39,NaN,507.289,36.4,0,44.676,2.174,90
6.269,181.545,6.525,7.73,24.837,20.8,85.39,NaN,507.289,36.4,0,44.676,2.044,90
6.339,181.972,5.559,6.783,25.121,20.8,85.39,NaN,507.289,36.4,0,44.676,2.047,90
6.415,182.358,4.589,5.86,25.407,20.8,85.39,NaN,507.289,36.4,0,44.676,2.04,90
6.497,182.691,3.614,4.976,25.694,20.8,85.39,NaN,507.289,36.4,0,44.676,2.071,90
6.583,182.961,2.635,4.157,25.98,20.8,85.39,NaN,507.289,36.4,0,44.676,1.943,90
6.674,183.156,1.652,3.456,26.265,20.8,85.39,NaN,507.289,36.4,0,44.676,1.775,90
6.769,183.266,0.664,2.957,26.548,20.8,85.39,NaN,507.289,36.4,0,44.676,1.874,90
# Event APOGEE occurred at t=6.836 seconds
6.836,183.289,0,2.781,26.736,20.8,85.39,NaN,507.289,36.4,0,44.676,1.876,90
6.937,183.238,-0.989,2.816,27.009,20.8,85.39,NaN,507.289,36.4,0,44.676,1.982,90
7.041,183.084,-1.978,3.177,27.277,20.8,85.39,NaN,507.289,36.4,0,44.676,1.756,90
7.149,182.817,-2.968,3.783,27.537,20.8,85.39,NaN,507.289,36.4,0,44.676,1.997,90
7.262,182.427,-3.954,4.512,27.792,20.8,85.39,NaN,507.289,36.4,0,44.676,1.856,90
7.38,181.901,-4.938,5.326,28.039,20.8,85.39,NaN,507.289,36.4,0,44.676,1.627,90
7.506,181.216,-5.92,6.192,28.279,20.8,85.39,NaN,507.289,36.4,0,44.676,1.657,90
7.644,180.335,-6.897,7.079,28.513,20.8,85.39,NaN,507.289,36.4,0,44.676,2.03,90
7.797,179.203,-7.855,7.963,28.736,20.8,85.39,NaN,507.289,36.4,0,44.676,1.937,90
7.973,177.736,-8.802,8.858,28.939,20.8,85.39,NaN,507.289,36.4,0,44.676,1.957,90
8.184,175.784,-9.727,9.746,29.107,20.8,85.39,NaN,507.289,36.4,0,44.676,2.261,90
8.448,173.107,-10.589,10.59,29.201,20.8,85.39,NaN,507.289,36.4,0,44.676,2.234,90
8.809,169.131,-11.385,11.396,29.129,20.8,85.39,NaN,507.289,36.4,0,44.676,2.215,90
9.309,163.298,-11.947,12.002,28.715,20.8,85.39,NaN,507.289,36.4,0,44.676,1.999,90
9.809,157.284,-12.109,12.2,28.055,20.8,85.39,NaN,507.289,36.4,0,44.676,2.117,90
10.309,151.221,-12.145,12.269,27.248,20.8,85.39,NaN,507.289,36.4,0,44.676,2.111,90
10.809,145.146,-12.154,12.299,26.341,20.8,85.39,NaN,507.289,36.4,0,44.676,2.129,90
11.309,139.069,-12.154,12.315,25.373,20.8,85.39,NaN,507.289,36.4,0,44.676,1.948,90
11.809,132.993,-12.152,12.311,24.385,20.8,85.39,NaN,507.289,36.4,0,44.676,2.027,90
12.309,126.917,-12.149,12.311,23.395,20.8,85.39,NaN,507.289,36.4,0,44.676,1.835,90
12.809,120.844,-12.145,12.297,22.415,20.8,85.39,NaN,507.289,36.4,0,44.676,1.954,90
13.309,114.772,-12.142,12.296,21.449,20.8,85.39,NaN,507.289,36.4,0,44.676,2.048,90
13.809,108.701,-12.139,12.299,20.47,20.8,85.39,NaN,507.289,36.4,0,44.676,1.855,90
14.309,102.633,-12.135,12.288,19.492,20.8,85.39,NaN,507.289,36.4,0,44.676,2.019,90
14.809,96.566,-12.132,12.29,18.518,20.8,85.39,NaN,507.289,36.4,0,44.676,1.948,90
15.309,90.501,-12.129,12.286,17.538,20.8,85.39,NaN,507.289,36.4,0,44.676,1.832,90
15.809,84.437,-12.125,12.274,16.572,20.8,85.39,NaN,507.289,36.4,0,44.676,1.889,90
16.309,78.376,-12.122,12.27,15.621,20.8,85.39,NaN,507.289,36.4,0,44.676,1.828,90
16.809,72.315,-12.119,12.262,14.679,20.8,85.39,NaN,507.289,36.4,0,44.676,2.095,90
17.309,66.257,-12.115,12.272,13.722,20.8,85.39,NaN,507.289,36.4,0,44.676,2.099,90
17.809,60.2,-12.112,12.278,12.728,20.8,85.39,NaN,507.289,36.4,0,44.676,2.161,90
18.309,54.145,-12.108,12.285,11.706,20.8,85.39,NaN,507.289,36.4,0,44.676,1.957,90
18.809,48.092,-12.105,12.273,10.681,20.8,85.39,NaN,507.289,36.4,0,44.676,1.67,90
19.309,42.041,-12.1,12.245,9.705,20.8,85.39,NaN,507.289,36.4,0,44.676,1.899,90
19.809,35.991,-12.098,12.245,8.763,20.8,85.39,NaN,507.289,36.4,0,44.676,2.411,90
20.309,29.944,-12.091,12.272,7.766,20.8,85.39,NaN,507.289,36.4,0,44.676,2.126,90
20.809,23.898,-12.091,12.274,6.714,20.8,85.39,NaN,507.289,36.4,0,44.676,2.133,90
21.309,17.853,-12.089,12.273,5.658,20.8,85.39,NaN,507.289,36.4,0,44.676,2.039,90
21.809,11.81,-12.085,12.264,4.607,20.8,85.39,NaN,507.289,36.4,0,44.676,1.803,90
22.309,5.768,-12.081,12.24,3.593,20.8,85.39,NaN,507.289,36.4,0,44.676,1.672,90
# Event GROUND_HIT occurred at t=22.787 seconds
# Event SIMULATION_END occurred at t=22.787 seconds
22.787,0,-12.077,12.219,2.68,20.8,85.39,NaN,507.289,36.4,0,44.676,1.583,90
