# Simulation 33 (Up to date)
# 234 data points written for 14 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Lateral distance (m),Latitude (° N),Longitude (° E),Angle of attack (°),Mass (g),Motor mass (g),CP location (cm),CG location (cm),Wind velocity (m/s),Wind direction (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.775,22.618,53.763,53.932,0.555,20.8,85.39,4.211,510.279,39.39,57.208,45.069,4.528,90
0.791,23.473,54.43,54.617,0.624,20.8,85.39,4.05,510.058,39.169,57.25,45.047,4.513,90
0.799,23.912,54.763,54.96,0.661,20.8,85.39,3.947,509.945,39.056,57.277,45.035,4.505,90
0.811,24.577,55.253,55.464,0.718,20.8,85.39,3.712,509.791,38.901,57.34,45.02,4.548,90
0.828,25.538,55.936,56.167,0.804,20.8,85.39,3.323,509.569,38.68,57.45,44.997,4.617,90
0.848,26.617,56.668,56.921,0.904,20.8,85.39,2.838,509.324,38.435,57.595,44.973,4.693,90
0.87,27.898,57.493,57.768,1.028,20.8,85.39,2.183,509.037,38.148,57.81,44.944,4.815,90
0.877,28.303,57.744,58.026,1.068,20.8,85.39,1.968,508.947,38.058,57.885,44.934,4.854,90
0.888,28.914,58.112,58.405,1.128,20.8,85.39,1.639,508.832,37.943,58.005,44.923,4.914,90
0.903,29.837,58.643,58.95,1.222,20.8,85.39,1.158,508.661,37.771,58.193,44.905,4.982,90
0.927,31.238,59.392,59.717,1.367,20.8,85.39,0.537,508.403,37.514,58.459,44.879,4.969,90
0.963,33.37,60.406,60.753,1.593,20.8,85.39,0.384,508.016,37.127,58.529,44.84,4.959,90
0.97,33.813,60.598,60.948,1.641,20.8,85.39,0.569,507.937,37.047,58.445,44.832,4.961,90
0.981,34.48,60.871,61.226,1.713,20.8,85.39,0.839,507.839,36.95,58.327,44.822,4.963,90
0.997,35.487,61.238,61.599,1.822,20.8,85.39,1.221,507.693,36.804,58.169,44.807,4.967,90
1.006,36.01,61.408,61.772,1.879,20.8,85.39,1.409,507.618,36.729,58.094,44.799,4.972,90
1.019,36.797,61.63,61.996,1.965,20.8,85.39,1.674,507.532,36.643,57.994,44.791,4.981,90
1.038,37.982,61.875,62.244,2.095,20.8,85.39,2.026,507.404,36.515,57.866,44.778,4.994,90
1.046,38.478,61.946,62.315,2.149,20.8,85.39,2.155,507.351,36.462,57.821,44.772,4.999,90
1.058,39.223,62.024,62.393,2.23,20.8,85.39,2.373,507.299,36.41,57.747,44.767,5.06,90
1.076,40.342,62.086,62.453,2.352,20.8,85.39,2.68,507.222,36.333,57.647,44.759,5.189,90
1.089,41.146,62.09,62.455,2.44,20.8,85.39,2.856,507.167,36.278,57.592,44.753,5.283,90
1.107,42.24,62.05,62.411,2.558,20.8,85.39,2.921,507.123,36.234,57.572,44.749,5.284,90
1.124,43.308,61.968,62.326,2.673,20.8,85.39,2.737,507.08,36.191,57.629,44.745,5.08,90
1.132,43.813,61.914,62.27,2.728,20.8,85.39,2.629,507.06,36.171,57.664,44.743,4.984,90
1.144,44.571,61.82,62.173,2.809,20.8,85.39,2.444,507.044,36.155,57.724,44.741,4.84,90
1.163,45.705,61.649,61.999,2.93,20.8,85.39,2.295,507.021,36.131,57.773,44.739,4.82,90
1.172,46.283,61.548,61.897,2.992,20.8,85.39,2.238,507.008,36.119,57.793,44.737,4.855,90
1.186,47.149,61.384,61.73,3.084,20.8,85.39,2.128,507.003,36.114,57.83,44.737,4.909,90
1.207,48.443,61.113,61.454,3.221,20.8,85.39,1.898,506.994,36.105,57.911,44.736,4.977,90
# Event BURNOUT occurred at t=1.22 seconds
1.22,49.223,60.933,61.273,3.304,20.8,85.39,1.719,506.989,36.1,57.977,44.735,5.003,90
1.239,50.39,60.655,60.992,3.427,20.8,85.39,1.419,506.989,36.1,58.09,44.735,5.043,90
1.268,52.129,60.24,60.573,3.611,20.8,85.39,0.877,506.989,36.1,58.31,44.735,5.06,90
1.311,54.716,59.616,59.948,3.883,20.8,85.39,0.085,506.989,36.1,58.672,44.735,5.16,90
1.361,57.678,58.895,59.226,4.197,20.8,85.39,0.57,506.989,36.1,58.444,44.735,5.533,90
1.411,60.605,58.171,58.506,4.51,20.8,85.39,1.435,506.989,36.1,58.083,44.735,5.526,90
1.452,62.989,57.574,57.913,4.767,20.8,85.39,1.786,506.989,36.1,57.951,44.735,5.699,90
1.486,64.929,57.082,57.427,4.979,20.8,85.39,2.391,506.989,36.1,57.739,44.735,5.333,90
1.511,66.367,56.713,57.063,5.138,20.8,85.39,2.583,506.989,36.1,57.676,44.735,5.202,90
1.535,67.702,56.37,56.724,5.288,20.8,85.39,2.508,506.989,36.1,57.7,44.735,5.242,90
1.56,69.09,56.013,56.372,5.444,20.8,85.39,2.324,506.989,36.1,57.761,44.735,5.296,90
1.587,70.61,55.623,55.987,5.617,20.8,85.39,2.003,506.989,36.1,57.872,44.735,5.375,90
1.62,72.417,55.161,55.529,5.825,20.8,85.39,1.744,506.989,36.1,57.965,44.735,5.232,90
1.659,74.556,54.615,54.987,6.074,20.8,85.39,1.412,506.989,36.1,58.09,44.735,4.95,90
1.709,77.269,53.925,54.301,6.394,20.8,85.39,0.476,506.989,36.1,58.484,44.735,4.961,90
1.759,79.949,53.247,53.623,6.712,20.8,85.39,0.509,506.989,36.1,58.469,44.735,4.995,90
1.809,82.594,52.579,52.951,7.027,20.8,85.39,1.165,506.989,36.1,58.187,44.735,4.797,90
1.859,85.207,51.917,52.285,7.338,20.8,85.39,1.865,506.989,36.1,57.92,44.735,4.822,90
1.898,87.27,51.393,51.755,7.584,20.8,85.39,1.85,506.989,36.1,57.925,44.735,4.47,90
1.94,89.39,50.852,51.209,7.836,20.8,85.39,2.036,506.989,36.1,57.858,44.735,4.453,90
1.978,91.329,50.354,50.706,8.066,20.8,85.39,2.355,506.989,36.1,57.749,44.735,4.726,90
2.011,92.993,49.926,50.272,8.263,20.8,85.39,2.474,506.989,36.1,57.71,44.735,4.949,90
2.044,94.586,49.515,49.856,8.45,20.8,85.39,2.268,506.989,36.1,57.778,44.735,4.986,90
2.08,96.366,49.052,49.389,8.659,20.8,85.39,1.951,506.989,36.1,57.888,44.735,5.064,90
2.124,98.51,48.491,48.823,8.911,20.8,85.39,1.323,506.989,36.1,58.123,44.735,5.067,90
2.174,100.919,47.853,48.183,9.193,20.8,85.39,0.263,506.989,36.1,58.581,44.735,4.853,90
2.224,103.295,47.214,47.546,9.474,20.8,85.39,0.783,506.989,36.1,58.345,44.735,4.643,90
2.274,105.64,46.574,46.909,9.754,20.8,85.39,1.613,506.989,36.1,58.011,44.735,4.522,90
2.324,107.953,45.931,46.273,10.034,20.8,85.39,2.327,506.989,36.1,57.757,44.735,4.329,90
2.363,109.775,45.417,45.765,10.259,20.8,85.39,2.639,506.989,36.1,57.654,44.735,4.233,90
2.399,111.39,44.957,45.312,10.461,20.8,85.39,2.641,506.989,36.1,57.653,44.735,4.25,90
2.436,113.025,44.49,44.852,10.668,20.8,85.39,2.443,506.989,36.1,57.718,44.735,4.314,90
2.477,114.827,43.974,44.342,10.9,20.8,85.39,2.05,506.989,36.1,57.851,44.735,4.405,90
2.527,117.01,43.349,43.723,11.185,20.8,85.39,1.293,506.989,36.1,58.133,44.735,4.607,90
2.577,119.162,42.734,43.111,11.47,20.8,85.39,0.65,506.989,36.1,58.402,44.735,4.639,90
2.627,121.283,42.124,42.504,11.755,20.8,85.39,0.06,506.989,36.1,58.677,44.735,4.595,90
2.677,123.374,41.521,41.902,12.037,20.8,85.39,0.743,506.989,36.1,58.361,44.735,4.723,90
2.727,125.435,40.924,41.304,12.318,20.8,85.39,1.25,506.989,36.1,58.149,44.735,4.684,90
2.777,127.467,40.331,40.709,12.596,20.8,85.39,1.623,506.989,36.1,58.005,44.735,4.624,90
2.827,129.468,39.742,40.118,12.872,20.8,85.39,1.984,506.989,36.1,57.873,44.735,4.658,90
2.877,131.441,39.157,39.529,13.144,20.8,85.39,2.377,506.989,36.1,57.738,44.735,4.833,90
2.927,133.384,38.576,38.944,13.413,20.8,85.39,2.554,506.989,36.1,57.68,44.735,4.989,90
2.977,135.298,37.998,38.361,13.678,20.8,85.39,2.492,506.989,36.1,57.7,44.735,5.105,90
3.027,137.184,37.422,37.782,13.94,20.8,85.39,2.318,506.989,36.1,57.757,44.735,5.264,90
3.077,139.041,36.849,37.206,14.198,20.8,85.39,1.738,506.989,36.1,57.961,44.735,5.239,90
3.127,140.869,36.275,36.632,14.454,20.8,85.39,0.983,506.989,36.1,58.257,44.735,5.155,90
3.177,142.668,35.702,36.06,14.708,20.8,85.39,0.158,506.989,36.1,58.627,44.735,5.048,90
3.227,144.439,35.129,35.489,14.961,20.8,85.39,0.309,506.989,36.1,58.555,44.735,5.168,90
3.277,146.181,34.557,34.921,15.213,20.8,85.39,0.86,506.989,36.1,58.308,44.735,5.205,90
3.327,147.895,33.984,34.353,15.464,20.8,85.39,1.708,506.989,36.1,57.972,44.735,4.997,90
3.377,149.58,33.41,33.785,15.715,20.8,85.39,2.007,506.989,36.1,57.864,44.735,5.062,90
3.427,151.236,32.838,33.22,15.966,20.8,85.39,2.172,506.989,36.1,57.806,44.735,5.131,90
3.477,152.863,32.267,32.656,16.217,20.8,85.39,2.65,506.989,36.1,57.648,44.735,4.917,90
3.527,154.463,31.695,32.094,16.469,20.8,85.39,2.847,506.989,36.1,57.586,44.735,4.779,90
3.577,156.033,31.127,31.534,16.721,20.8,85.39,2.517,506.989,36.1,57.69,44.735,4.866,90
3.627,157.575,30.564,30.979,16.974,20.8,85.39,1.987,506.989,36.1,57.87,44.735,4.994,90
3.677,159.09,30.006,30.429,17.226,20.8,85.39,1.381,506.989,36.1,58.095,44.735,5.11,90
3.727,160.576,29.454,29.882,17.479,20.8,85.39,0.602,506.989,36.1,58.42,44.735,5.289,90
3.777,162.035,28.907,29.34,17.73,20.8,85.39,0.175,506.989,36.1,58.617,44.735,5.452,90
3.827,163.467,28.363,28.8,17.981,20.8,85.39,0.447,506.989,36.1,58.489,44.735,5.331,90
3.877,164.871,27.822,28.263,18.23,20.8,85.39,0.902,506.989,36.1,58.289,44.735,5.319,90
3.927,166.249,27.284,27.729,18.478,20.8,85.39,1.443,506.989,36.1,58.07,44.735,5.376,90
3.977,167.6,26.749,27.197,18.724,20.8,85.39,1.335,506.989,36.1,58.112,44.735,5.11,90
4.027,168.924,26.216,26.667,18.969,20.8,85.39,1.468,506.989,36.1,58.061,44.735,4.996,90
4.077,170.221,25.685,26.139,19.213,20.8,85.39,1.992,506.989,36.1,57.867,44.735,5.114,90
4.127,171.492,25.157,25.614,19.455,20.8,85.39,2.673,506.989,36.1,57.639,44.735,5.342,90
4.177,172.737,24.632,25.091,19.695,20.8,85.39,2.804,506.989,36.1,57.598,44.735,5.337,90
4.227,173.956,24.108,24.57,19.932,20.8,85.39,2.5,506.989,36.1,57.694,44.735,5.154,90
4.277,175.148,23.586,24.05,20.169,20.8,85.39,2.862,506.989,36.1,57.579,44.735,5.331,90
4.327,176.314,23.066,23.533,20.403,20.8,85.39,3.017,506.989,36.1,57.532,44.735,5.445,90
4.377,177.455,22.547,23.017,20.635,20.8,85.39,2.84,506.989,36.1,57.586,44.735,5.432,90
4.427,178.569,22.029,22.504,20.866,20.8,85.39,2.315,506.989,36.1,57.755,44.735,5.286,90
4.477,179.658,21.511,21.991,21.095,20.8,85.39,1.547,506.989,36.1,58.029,44.735,5.047,90
4.527,180.72,20.993,21.48,21.323,20.8,85.39,1.347,506.989,36.1,58.107,44.735,5.071,90
4.577,181.757,20.476,20.971,21.55,20.8,85.39,1.65,506.989,36.1,57.99,44.735,5.319,90
4.627,182.768,19.962,20.464,21.776,20.8,85.39,1.54,506.989,36.1,58.032,44.735,5.387,90
4.677,183.753,19.447,19.958,22.001,20.8,85.39,0.993,506.989,36.1,58.249,44.735,5.267,90
4.727,184.713,18.933,19.454,22.224,20.8,85.39,0.599,506.989,36.1,58.419,44.735,5.207,90
4.777,185.646,18.42,18.951,22.448,20.8,85.39,0.302,506.989,36.1,58.555,44.735,5.179,90
4.827,186.555,17.907,18.45,22.67,20.8,85.39,0.134,506.989,36.1,58.635,44.735,5.083,90
4.877,187.437,17.395,17.95,22.892,20.8,85.39,0.851,506.989,36.1,58.309,44.735,4.862,90
4.927,188.294,16.882,17.452,23.113,20.8,85.39,1.609,506.989,36.1,58.005,44.735,4.612,90
4.977,189.125,16.369,16.955,23.334,20.8,85.39,2.425,506.989,36.1,57.718,44.735,4.324,90
5.027,189.931,15.855,16.459,23.555,20.8,85.39,2.653,506.989,36.1,57.644,44.735,4.227,90
5.077,190.711,15.343,15.965,23.776,20.8,85.39,2.433,506.989,36.1,57.715,44.735,4.264,90
5.127,191.465,14.832,15.475,23.997,20.8,85.39,2.345,506.989,36.1,57.744,44.735,4.226,90
5.177,192.194,14.323,14.986,24.217,20.8,85.39,2.661,506.989,36.1,57.641,44.735,4.027,90
5.227,192.897,13.814,14.5,24.437,20.8,85.39,2.643,506.989,36.1,57.647,44.735,3.916,90
5.277,193.575,13.307,14.017,24.658,20.8,85.39,2.013,506.989,36.1,57.858,44.735,3.983,90
5.327,194.228,12.802,13.537,24.878,20.8,85.39,1.216,506.989,36.1,58.157,44.735,4.079,90
5.377,194.856,12.3,13.061,25.098,20.8,85.39,0.773,506.989,36.1,58.342,44.735,4.04,90
5.427,195.458,11.798,12.587,25.317,20.8,85.39,0.401,506.989,36.1,58.508,44.735,3.96,90
5.477,196.036,11.298,12.117,25.536,20.8,85.39,0.461,506.989,36.1,58.48,44.735,4.013,90
5.527,196.588,10.8,11.651,25.755,20.8,85.39,1.197,506.989,36.1,58.165,44.735,4.009,90
5.577,197.116,10.304,11.188,25.973,20.8,85.39,1.883,506.989,36.1,57.904,44.735,3.972,90
5.627,197.618,9.809,10.73,26.191,20.8,85.39,3.009,506.989,36.1,57.533,44.735,4.049,90
5.677,198.097,9.316,10.276,26.408,20.8,85.39,4.016,506.989,36.1,57.25,44.735,4.077,90
5.727,198.55,8.824,9.826,26.625,20.8,85.39,4.673,506.989,36.1,57.085,44.735,3.987,90
5.777,198.979,8.334,9.382,26.841,20.8,85.39,5.518,506.989,36.1,56.894,44.735,3.938,90
5.827,199.383,7.845,8.943,27.056,20.8,85.39,6.246,506.989,36.1,56.746,44.735,3.84,90
5.877,199.764,7.358,8.511,27.27,20.8,85.39,7.578,506.989,36.1,56.505,44.735,3.899,90
5.927,200.119,6.874,8.086,27.483,20.8,85.39,9.957,506.989,36.1,56.159,44.735,4.26,90
5.977,200.451,6.395,7.668,27.695,20.8,85.39,11.62,506.989,36.1,55.964,44.735,4.42,90
6.027,200.759,5.918,7.26,27.906,20.8,85.39,12.427,506.989,36.1,55.881,44.735,4.308,90
6.077,201.043,5.443,6.861,28.116,20.8,85.39,13.702,506.989,36.1,55.762,44.735,4.336,90
6.127,201.303,4.971,6.474,28.324,20.8,85.39,15.401,506.989,36.1,55.625,44.735,4.512,90
6.177,201.54,4.504,6.1,28.531,20.8,85.39,17.356,506.989,36.1,55.492,44.735,4.817,90
# Event EJECTION_CHARGE occurred at t=6.22 seconds
6.22,201.727,4.104,5.786,28.709,20.8,85.39,18.895,506.989,36.1,55.402,44.735,5.081,90
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.221 seconds
6.223,201.737,4.081,5.768,28.719,20.8,85.39,NaN,506.989,36.1,0,44.735,5.09,90
6.295,201.999,3.181,4.834,28.997,20.8,85.39,NaN,506.989,36.1,0,44.735,5.503,90
6.37,202.206,2.284,3.93,29.256,20.8,85.39,NaN,506.989,36.1,0,44.735,5.46,90
6.452,202.356,1.376,3.102,29.5,20.8,85.39,NaN,506.989,36.1,0,44.735,5.626,90
6.538,202.435,0.463,2.417,29.723,20.8,85.39,NaN,506.989,36.1,0,44.735,5.528,90
# Event APOGEE occurred at t=6.585 seconds
6.585,202.446,0,2.182,29.828,20.8,85.39,NaN,506.989,36.1,0,44.735,5.611,90
6.679,202.402,-0.926,2.027,30.017,20.8,85.39,NaN,506.989,36.1,0,44.735,5.42,90
6.78,202.262,-1.863,2.364,30.18,20.8,85.39,NaN,506.989,36.1,0,44.735,5.314,90
6.885,202.015,-2.807,3.023,30.316,20.8,85.39,NaN,506.989,36.1,0,44.735,5.206,90
6.997,201.65,-3.753,3.838,30.424,20.8,85.39,NaN,506.989,36.1,0,44.735,5.049,90
7.114,201.153,-4.702,4.728,30.5,20.8,85.39,NaN,506.989,36.1,0,44.735,5.052,90
7.239,200.505,-5.646,5.648,30.54,20.8,85.39,NaN,506.989,36.1,0,44.735,5.44,90
7.374,199.683,-6.564,6.569,30.534,20.8,85.39,NaN,506.989,36.1,0,44.735,5.416,90
7.521,198.65,-7.472,7.501,30.468,20.8,85.39,NaN,506.989,36.1,0,44.735,5.438,90
7.685,197.351,-8.361,8.435,30.322,20.8,85.39,NaN,506.989,36.1,0,44.735,5.482,90
7.873,195.701,-9.221,9.364,30.064,20.8,85.39,NaN,506.989,36.1,0,44.735,5.826,90
8.091,193.602,-10.012,10.26,29.642,20.8,85.39,NaN,506.989,36.1,0,44.735,5.341,90
8.371,190.69,-10.813,11.179,28.932,20.8,85.39,NaN,506.989,36.1,0,44.735,4.572,90
8.799,185.879,-11.657,12.136,27.602,20.8,85.39,NaN,506.989,36.1,0,44.735,5.286,90
9.299,179.964,-12.004,12.691,25.728,20.8,85.39,NaN,506.989,36.1,0,44.735,5.078,90
9.799,173.932,-12.122,12.93,23.574,20.8,85.39,NaN,506.989,36.1,0,44.735,5.45,90
10.299,167.866,-12.144,13.088,21.229,20.8,85.39,NaN,506.989,36.1,0,44.735,3.778,90
10.799,161.795,-12.14,12.925,18.9,20.8,85.39,NaN,506.989,36.1,0,44.735,4.356,90
11.299,155.721,-12.156,12.929,16.69,20.8,85.39,NaN,506.989,36.1,0,44.735,4.379,90
11.799,149.643,-12.157,12.926,14.492,20.8,85.39,NaN,506.989,36.1,0,44.735,4.807,90
12.299,143.565,-12.152,12.978,12.254,20.8,85.39,NaN,506.989,36.1,0,44.735,4.69,90
12.799,137.49,-12.15,12.996,9.962,20.8,85.39,NaN,506.989,36.1,0,44.735,4.333,90
13.299,131.416,-12.146,12.952,7.685,20.8,85.39,NaN,506.989,36.1,0,44.735,5.007,90
13.799,125.344,-12.14,13.019,5.385,20.8,85.39,NaN,506.989,36.1,0,44.735,3.874,90
14.299,119.277,-12.129,12.891,3.118,20.8,85.39,NaN,506.989,36.1,0,44.735,5.038,90
14.799,113.213,-12.128,12.984,0.867,20.8,85.39,NaN,506.989,36.1,0,44.735,4.429,90
15.299,107.148,-12.132,12.958,1.431,20.8,85.39,NaN,506.989,36.1,0,44.735,4.982,90
15.799,101.083,-12.127,13.015,3.75,20.8,85.39,NaN,506.989,36.1,0,44.735,4.817,90
16.299,95.02,-12.127,13.028,6.122,20.8,85.39,NaN,506.989,36.1,0,44.735,5.345,90
16.799,88.958,-12.118,13.108,8.561,20.8,85.39,NaN,506.989,36.1,0,44.735,5.805,90
17.299,82.901,-12.109,13.227,11.141,20.8,85.39,NaN,506.989,36.1,0,44.735,5.685,90
17.799,76.846,-12.113,13.29,13.839,20.8,85.39,NaN,506.989,36.1,0,44.735,4.668,90
18.299,70.792,-12.103,13.15,16.492,20.8,85.39,NaN,506.989,36.1,0,44.735,5.261,90
18.799,64.739,-12.108,13.174,19.075,20.8,85.39,NaN,506.989,36.1,0,44.735,4.065,90
19.299,58.691,-12.086,12.979,21.556,20.8,85.39,NaN,506.989,36.1,0,44.735,4.285,90
19.799,52.645,-12.097,12.924,23.876,20.8,85.39,NaN,506.989,36.1,0,44.735,4.957,90
20.299,46.597,-12.097,12.983,26.193,20.8,85.39,NaN,506.989,36.1,0,44.735,5.695,90
20.799,40.553,-12.081,13.118,28.649,20.8,85.39,NaN,506.989,36.1,0,44.735,5.218,90
21.299,34.51,-12.091,13.143,31.216,20.8,85.39,NaN,506.989,36.1,0,44.735,5.045,90
21.799,28.465,-12.09,13.125,33.781,20.8,85.39,NaN,506.989,36.1,0,44.735,5.15,90
22.299,22.42,-12.087,13.129,36.34,20.8,85.39,NaN,506.989,36.1,0,44.735,4.637,90
22.799,16.378,-12.08,13.046,38.853,20.8,85.39,NaN,506.989,36.1,0,44.735,4.278,90
23.299,10.34,-12.073,12.942,41.25,20.8,85.39,NaN,506.989,36.1,0,44.735,4.634,90
23.799,4.303,-12.076,12.94,43.578,20.8,85.39,NaN,506.989,36.1,0,44.735,4.628,90
# Event GROUND_HIT occurred at t=24.156 seconds
# Event SIMULATION_END occurred at t=24.156 seconds
24.156,0,-12.075,12.937,45.233,20.8,85.39,NaN,506.989,36.1,0,44.735,4.509,90
