# Simulation 17 (Up to date)
# 207 data points written for 14 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Lateral distance (m),Latitude (° N),Longitude (° E),Angle of attack (°),Mass (g),Motor mass (g),CP location (cm),CG location (cm),Wind velocity (m/s),Wind direction (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.329,2.165,15.782,15.782,0.002,20.8,85.39,5.978,519.61,48.721,56.799,45.79,1.713,90
0.34,2.348,16.465,16.465,0.002,20.8,85.39,5.641,519.339,48.449,56.869,45.765,1.7,90
0.357,2.636,17.492,17.492,0.003,20.8,85.39,5.253,518.931,48.042,56.952,45.727,1.704,90
0.382,3.102,19.039,19.04,0.004,20.8,85.39,4.887,518.32,47.431,57.036,45.669,1.765,90
0.421,3.875,21.377,21.377,0.006,20.8,85.39,4.388,517.403,46.513,57.156,45.583,1.859,90
0.471,5.02,24.46,24.46,0.009,20.8,85.39,3.636,516.203,45.314,57.353,45.47,1.927,90
0.516,6.195,27.286,27.286,0.011,20.8,85.39,2.761,515.114,44.225,57.611,45.366,1.878,90
0.566,7.638,30.441,30.441,0.01,20.8,85.39,1.803,513.854,42.965,57.936,45.246,1.785,90
0.616,9.24,33.654,33.654,0.005,20.8,85.39,1.033,512.594,41.705,58.235,45.126,1.755,90
0.666,11.004,36.923,36.925,0.006,20.8,85.39,0.359,511.334,40.445,58.532,45.004,1.749,90
0.712,12.773,39.978,39.981,0.024,20.8,85.39,0.164,510.175,39.286,58.625,44.892,1.773,90
0.762,14.856,43.346,43.353,0.055,20.8,85.39,0.644,508.848,37.959,58.404,44.763,1.812,90
0.812,17.108,46.759,46.771,0.101,20.8,85.39,1.037,507.521,36.632,58.238,44.634,1.837,90
0.854,19.133,49.659,49.678,0.152,20.8,85.39,1.177,506.406,35.517,58.181,44.524,1.932,90
0.904,21.703,53.166,53.195,0.23,20.8,85.39,1.323,505.025,34.135,58.124,44.388,1.938,90
0.947,24.055,56.239,56.28,0.314,20.8,85.39,1.303,503.837,32.947,58.133,44.27,1.941,90
0.979,25.893,58.635,58.685,0.388,20.8,85.39,1.2,502.905,32.016,58.175,44.177,1.94,90
0.999,27.08,60.096,60.153,0.438,20.8,85.39,1.1,502.334,31.445,58.217,44.12,1.938,90
1.018,28.234,61.243,61.304,0.489,20.8,85.39,0.928,501.869,30.98,58.289,44.074,1.997,90
1.04,29.592,62.232,62.298,0.551,20.8,85.39,0.71,501.441,30.552,58.383,44.031,2.07,90
1.069,31.411,63.125,63.196,0.636,20.8,85.39,0.438,501.009,30.12,58.505,43.988,2.123,90
1.104,33.631,63.605,63.68,0.743,20.8,85.39,0.134,500.681,29.792,58.649,43.955,2.142,90
1.122,34.776,63.558,63.633,0.798,20.8,85.39,0.046,500.608,29.719,58.692,43.947,2.071,90
# Event BURNOUT occurred at t=1.141 seconds
1.141,35.981,63.331,63.406,0.857,20.8,85.39,0.045,500.589,29.7,58.692,43.945,1.998,90
1.169,37.78,62.903,62.978,0.945,20.8,85.39,0.259,500.589,29.7,58.589,43.945,1.979,90
1.212,40.456,62.266,62.34,1.075,20.8,85.39,0.573,500.589,29.7,58.443,43.945,1.994,90
1.262,43.55,61.527,61.6,1.226,20.8,85.39,0.809,500.589,29.7,58.34,43.945,1.988,90
1.312,46.608,60.794,60.865,1.374,20.8,85.39,0.977,500.589,29.7,58.268,43.945,2.084,90
1.362,49.63,60.067,60.136,1.52,20.8,85.39,0.902,500.589,29.7,58.299,43.945,2.111,90
1.412,52.615,59.346,59.413,1.663,20.8,85.39,0.681,500.589,29.7,58.394,43.945,2.146,90
1.462,55.565,58.63,58.696,1.803,20.8,85.39,0.347,500.589,29.7,58.545,43.945,2.173,90
1.512,58.478,57.919,57.985,1.942,20.8,85.39,0.002,500.589,29.7,58.711,43.945,2.234,90
1.562,61.356,57.212,57.278,2.081,20.8,85.39,0.424,500.589,29.7,58.509,43.945,2.196,90
1.612,64.199,56.509,56.576,2.218,20.8,85.39,0.786,500.589,29.7,58.347,43.945,2.14,90
1.662,67.007,55.81,55.879,2.357,20.8,85.39,1.048,500.589,29.7,58.237,43.945,2.048,90
1.712,69.781,55.115,55.186,2.495,20.8,85.39,1.063,500.589,29.7,58.23,43.945,2.034,90
1.762,72.519,54.426,54.498,2.635,20.8,85.39,0.842,500.589,29.7,58.322,43.945,2.096,90
1.812,75.223,53.743,53.816,2.775,20.8,85.39,0.633,500.589,29.7,58.413,43.945,2.032,90
1.862,77.894,53.066,53.14,2.915,20.8,85.39,0.292,500.589,29.7,58.569,43.945,2.018,90
1.912,80.53,52.395,52.469,3.055,20.8,85.39,0.012,500.589,29.7,58.704,43.945,1.941,90
1.962,83.133,51.729,51.803,3.193,20.8,85.39,0.312,500.589,29.7,58.559,43.945,1.873,90
2.012,85.703,51.068,51.142,3.331,20.8,85.39,0.512,500.589,29.7,58.466,43.945,1.756,90
2.062,88.24,50.412,50.485,3.467,20.8,85.39,0.772,500.589,29.7,58.351,43.945,1.762,90
2.112,90.744,49.761,49.832,3.601,20.8,85.39,0.866,500.589,29.7,58.31,43.945,1.709,90
2.162,93.216,49.113,49.184,3.734,20.8,85.39,0.917,500.589,29.7,58.288,43.945,1.715,90
2.212,95.656,48.47,48.54,3.865,20.8,85.39,0.874,500.589,29.7,58.306,43.945,1.735,90
2.262,98.063,47.831,47.9,3.994,20.8,85.39,0.65,500.589,29.7,58.403,43.945,1.68,90
2.312,100.439,47.195,47.264,4.121,20.8,85.39,0.45,500.589,29.7,58.493,43.945,1.703,90
2.362,102.783,46.563,46.632,4.248,20.8,85.39,0.133,500.589,29.7,58.642,43.945,1.662,90
2.412,105.095,45.935,46.003,4.374,20.8,85.39,0.224,500.589,29.7,58.598,43.945,1.59,90
2.462,107.376,45.309,45.379,4.499,20.8,85.39,0.508,500.589,29.7,58.466,43.945,1.552,90
2.512,109.626,44.687,44.757,4.624,20.8,85.39,0.578,500.589,29.7,58.434,43.945,1.639,90
2.562,111.845,44.068,44.139,4.749,20.8,85.39,0.588,500.589,29.7,58.43,43.945,1.726,90
2.612,114.033,43.453,43.525,4.874,20.8,85.39,0.677,500.589,29.7,58.39,43.945,1.703,90
2.662,116.191,42.841,42.914,4.999,20.8,85.39,0.727,500.589,29.7,58.368,43.945,1.66,90
2.712,118.317,42.233,42.307,5.124,20.8,85.39,0.635,500.589,29.7,58.408,43.945,1.675,90
2.762,120.414,41.628,41.703,5.249,20.8,85.39,0.592,500.589,29.7,58.427,43.945,1.611,90
2.812,122.48,41.027,41.102,5.374,20.8,85.39,0.354,500.589,29.7,58.536,43.945,1.656,90
2.862,124.517,40.429,40.506,5.499,20.8,85.39,0.142,500.589,29.7,58.636,43.945,1.663,90
2.912,126.523,39.835,39.912,5.624,20.8,85.39,0.039,500.589,29.7,58.686,43.945,1.642,90
2.962,128.5,39.244,39.322,5.747,20.8,85.39,0.243,500.589,29.7,58.587,43.945,1.64,90
3.012,130.448,38.657,38.734,5.87,20.8,85.39,0.585,500.589,29.7,58.429,43.945,1.749,90
3.062,132.366,38.073,38.15,5.992,20.8,85.39,0.935,500.589,29.7,58.278,43.945,1.895,90
3.112,134.255,37.492,37.569,6.113,20.8,85.39,0.939,500.589,29.7,58.276,43.945,1.851,90
3.162,136.115,36.914,36.99,6.233,20.8,85.39,1.07,500.589,29.7,58.221,43.945,1.935,90
3.212,137.946,36.338,36.414,6.351,20.8,85.39,1.137,500.589,29.7,58.193,43.945,2.023,90
3.262,139.749,35.766,35.841,6.468,20.8,85.39,1.113,500.589,29.7,58.203,43.945,2.097,90
3.312,141.523,35.196,35.271,6.584,20.8,85.39,0.981,500.589,29.7,58.257,43.945,2.145,90
3.362,143.269,34.628,34.703,6.698,20.8,85.39,0.515,500.589,29.7,58.46,43.945,2.014,90
3.412,144.986,34.063,34.138,6.812,20.8,85.39,0.152,500.589,29.7,58.629,43.945,1.962,90
3.462,146.675,33.499,33.575,6.925,20.8,85.39,0.311,500.589,29.7,58.553,43.945,1.848,90
3.512,148.336,32.937,33.015,7.038,20.8,85.39,0.385,500.589,29.7,58.519,43.945,1.951,90
3.562,149.969,32.378,32.456,7.151,20.8,85.39,0.587,500.589,29.7,58.427,43.945,1.961,90
3.612,151.574,31.821,31.9,7.264,20.8,85.39,0.665,500.589,29.7,58.392,43.945,2.02,90
3.662,153.151,31.266,31.346,7.376,20.8,85.39,0.63,500.589,29.7,58.407,43.945,2.119,90
3.712,154.7,30.713,30.795,7.488,20.8,85.39,0.932,500.589,29.7,58.277,43.945,2.009,90
3.762,156.222,30.161,30.245,7.601,20.8,85.39,1.05,500.589,29.7,58.227,43.945,1.972,90
3.812,157.716,29.612,29.697,7.713,20.8,85.39,1.019,500.589,29.7,58.24,43.945,1.988,90
3.862,159.183,29.065,29.152,7.825,20.8,85.39,0.832,500.589,29.7,58.319,43.945,2.059,90
3.912,160.623,28.521,28.609,7.938,20.8,85.39,0.634,500.589,29.7,58.405,43.945,2.115,90
3.962,162.035,27.979,28.069,8.05,20.8,85.39,0.806,500.589,29.7,58.33,43.945,1.967,90
4.012,163.421,27.439,27.53,8.162,20.8,85.39,0.652,500.589,29.7,58.397,43.945,1.967,90
4.062,164.779,26.9,26.993,8.274,20.8,85.39,0.481,500.589,29.7,58.473,43.945,1.963,90
4.112,166.111,26.364,26.459,8.385,20.8,85.39,0.381,500.589,29.7,58.519,43.945,1.914,90
4.162,167.416,25.83,25.926,8.497,20.8,85.39,0.128,500.589,29.7,58.639,43.945,1.931,90
4.212,168.694,25.299,25.396,8.608,20.8,85.39,0.12,500.589,29.7,58.643,43.945,1.942,90
4.262,169.946,24.769,24.867,8.719,20.8,85.39,0.44,500.589,29.7,58.491,43.945,1.984,90
4.312,171.171,24.241,24.34,8.829,20.8,85.39,0.781,500.589,29.7,58.34,43.945,2.039,90
4.362,172.37,23.715,23.815,8.939,20.8,85.39,0.954,500.589,29.7,58.266,43.945,2.029,90
4.412,173.542,23.19,23.292,9.048,20.8,85.39,0.884,500.589,29.7,58.295,43.945,1.924,90
4.462,174.689,22.667,22.77,9.156,20.8,85.39,1.167,500.589,29.7,58.178,43.945,1.976,90
4.512,175.809,22.146,22.25,9.264,20.8,85.39,1.401,500.589,29.7,58.085,43.945,2.016,90
4.562,176.903,21.626,21.732,9.372,20.8,85.39,1.714,500.589,29.7,57.967,43.945,2.097,90
4.612,177.972,21.108,21.215,9.478,20.8,85.39,1.795,500.589,29.7,57.937,43.945,2.099,90
4.662,179.014,20.592,20.699,9.584,20.8,85.39,1.755,500.589,29.7,57.951,43.945,2.067,90
4.712,180.031,20.076,20.185,9.689,20.8,85.39,1.659,500.589,29.7,57.987,43.945,2.026,90
4.762,181.022,19.562,19.673,9.793,20.8,85.39,1.507,500.589,29.7,58.044,43.945,1.974,90
4.812,181.987,19.05,19.162,9.897,20.8,85.39,1.562,500.589,29.7,58.023,43.945,2.001,90
4.862,182.927,18.538,18.652,10,20.8,85.39,1.426,500.589,29.7,58.075,43.945,1.967,90
4.912,183.841,18.028,18.144,10.103,20.8,85.39,1.661,500.589,29.7,57.986,43.945,2.061,90
4.962,184.73,17.518,17.637,10.205,20.8,85.39,1.838,500.589,29.7,57.921,43.945,2.136,90
5.012,185.593,17.01,17.131,10.307,20.8,85.39,1.477,500.589,29.7,58.055,43.945,2.039,90
5.062,186.431,16.503,16.626,10.408,20.8,85.39,1.376,500.589,29.7,58.094,43.945,2.027,90
5.112,187.243,15.997,16.123,10.509,20.8,85.39,1.018,500.589,29.7,58.238,43.945,1.937,90
5.162,188.031,15.492,15.621,10.609,20.8,85.39,1.106,500.589,29.7,58.202,43.945,1.977,90
5.212,188.793,14.988,15.12,10.709,20.8,85.39,0.818,500.589,29.7,58.323,43.945,1.904,90
5.262,189.529,14.485,14.621,10.809,20.8,85.39,0.704,500.589,29.7,58.372,43.945,1.877,90
5.312,190.241,13.982,14.123,10.908,20.8,85.39,0.585,500.589,29.7,58.424,43.945,1.843,90
5.362,190.928,13.48,13.625,11.008,20.8,85.39,0.606,500.589,29.7,58.415,43.945,1.839,90
5.412,191.589,12.98,13.13,11.107,20.8,85.39,0.876,500.589,29.7,58.297,43.945,1.888,90
5.462,192.226,12.48,12.635,11.205,20.8,85.39,1.192,500.589,29.7,58.167,43.945,1.937,90
5.512,192.837,11.981,12.142,11.304,20.8,85.39,1.25,500.589,29.7,58.144,43.945,1.915,90
5.562,193.424,11.483,11.649,11.402,20.8,85.39,1.153,500.589,29.7,58.182,43.945,1.85,90
5.612,193.985,10.986,11.159,11.5,20.8,85.39,1.466,500.589,29.7,58.059,43.945,1.866,90
5.662,194.522,10.489,10.669,11.598,20.8,85.39,1.223,500.589,29.7,58.154,43.945,1.755,90
5.712,195.034,9.993,10.181,11.695,20.8,85.39,2.085,500.589,29.7,57.833,43.945,1.859,90
5.762,195.522,9.498,9.694,11.792,20.8,85.39,2.556,500.589,29.7,57.674,43.945,1.868,90
5.812,195.984,9.003,9.209,11.889,20.8,85.39,3.362,500.589,29.7,57.429,43.945,1.924,90
5.862,196.422,8.51,8.726,11.986,20.8,85.39,4.262,500.589,29.7,57.186,43.945,1.979,90
5.912,196.835,8.017,8.244,12.082,20.8,85.39,4.991,500.589,29.7,57.011,43.945,1.983,90
5.962,197.224,7.525,7.764,12.178,20.8,85.39,6.392,500.589,29.7,56.717,43.945,2.082,90
6.012,197.588,7.034,7.287,12.274,20.8,85.39,8.041,500.589,29.7,56.43,43.945,2.197,90
6.062,197.927,6.544,6.812,12.369,20.8,85.39,9.709,500.589,29.7,56.191,43.945,2.287,90
6.112,198.242,6.055,6.34,12.463,20.8,85.39,11.092,500.589,29.7,56.022,43.945,2.304,90
# Event EJECTION_CHARGE occurred at t=6.141 seconds
6.141,198.412,5.774,6.07,12.517,20.8,85.39,11.651,500.589,29.7,55.961,43.945,2.264,90
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.142 seconds
6.144,198.426,5.749,6.046,12.521,20.8,85.39,NaN,500.589,29.7,0,43.945,2.26,90
6.223,198.842,4.761,5.062,12.663,20.8,85.39,NaN,500.589,29.7,0,43.945,2.15,90
6.307,199.202,3.77,4.089,12.803,20.8,85.39,NaN,500.589,29.7,0,43.945,2.173,90
6.396,199.494,2.777,3.14,12.939,20.8,85.39,NaN,500.589,29.7,0,43.945,1.99,90
6.49,199.708,1.782,2.247,13.071,20.8,85.39,NaN,500.589,29.7,0,43.945,1.85,90
6.588,199.833,0.785,1.511,13.201,20.8,85.39,NaN,500.589,29.7,0,43.945,1.933,90
# Event APOGEE occurred at t=6.666 seconds
6.666,199.864,0,1.235,13.301,20.8,85.39,NaN,500.589,29.7,0,43.945,1.926,90
6.768,199.813,-0.998,1.535,13.423,20.8,85.39,NaN,500.589,29.7,0,43.945,1.876,90
6.873,199.657,-1.995,2.278,13.541,20.8,85.39,NaN,500.589,29.7,0,43.945,2.08,90
6.98,199.39,-2.992,3.159,13.654,20.8,85.39,NaN,500.589,29.7,0,43.945,2.133,90
7.091,199,-3.987,4.089,13.762,20.8,85.39,NaN,500.589,29.7,0,43.945,2.1,90
7.209,198.474,-4.98,5.042,13.862,20.8,85.39,NaN,500.589,29.7,0,43.945,1.944,90
7.334,197.786,-5.971,6.008,13.953,20.8,85.39,NaN,500.589,29.7,0,43.945,1.815,90
7.472,196.899,-6.96,6.979,14.034,20.8,85.39,NaN,500.589,29.7,0,43.945,1.775,90
7.626,195.748,-7.945,7.953,14.101,20.8,85.39,NaN,500.589,29.7,0,43.945,1.934,90
7.806,194.227,-8.919,8.92,14.142,20.8,85.39,NaN,500.589,29.7,0,43.945,2.004,90
8.028,192.145,-9.877,9.878,14.136,20.8,85.39,NaN,500.589,29.7,0,43.945,2.224,90
8.32,189.123,-10.791,10.807,14.027,20.8,85.39,NaN,500.589,29.7,0,43.945,2.056,90
8.773,184.039,-11.664,11.713,13.657,20.8,85.39,NaN,500.589,29.7,0,43.945,2.052,90
9.273,178.125,-11.991,12.079,13.029,20.8,85.39,NaN,500.589,29.7,0,43.945,1.971,90
9.773,172.11,-12.069,12.182,12.252,20.8,85.39,NaN,500.589,29.7,0,43.945,1.827,90
10.273,166.072,-12.085,12.208,11.406,20.8,85.39,NaN,500.589,29.7,0,43.945,2.025,90
10.773,160.03,-12.085,12.225,10.513,20.8,85.39,NaN,500.589,29.7,0,43.945,2.334,90
11.273,153.989,-12.079,12.251,9.541,20.8,85.39,NaN,500.589,29.7,0,43.945,2.028,90
11.773,147.949,-12.079,12.25,8.521,20.8,85.39,NaN,500.589,29.7,0,43.945,1.863,90
12.273,141.91,-12.076,12.235,7.521,20.8,85.39,NaN,500.589,29.7,0,43.945,2.172,90
12.773,135.873,-12.073,12.245,6.518,20.8,85.39,NaN,500.589,29.7,0,43.945,2.248,90
13.273,129.837,-12.069,12.256,5.474,20.8,85.39,NaN,500.589,29.7,0,43.945,2.048,90
13.773,123.803,-12.067,12.247,4.418,20.8,85.39,NaN,500.589,29.7,0,43.945,2.127,90
14.273,117.771,-12.063,12.246,3.367,20.8,85.39,NaN,500.589,29.7,0,43.945,2.004,90
14.773,111.74,-12.06,12.235,2.325,20.8,85.39,NaN,500.589,29.7,0,43.945,2.167,90
15.273,105.711,-12.057,12.239,1.282,20.8,85.39,NaN,500.589,29.7,0,43.945,2.038,90
15.773,99.683,-12.053,12.231,0.237,20.8,85.39,NaN,500.589,29.7,0,43.945,2.374,90
16.273,93.658,-12.049,12.247,0.832,20.8,85.39,NaN,500.589,29.7,0,43.945,1.835,90
16.773,87.634,-12.044,12.217,1.893,20.8,85.39,NaN,500.589,29.7,0,43.945,1.922,90
17.273,81.613,-12.043,12.207,2.905,20.8,85.39,NaN,500.589,29.7,0,43.945,2.102,90
17.773,75.592,-12.04,12.211,3.913,20.8,85.39,NaN,500.589,29.7,0,43.945,2.14,90
18.273,69.573,-12.037,12.215,4.943,20.8,85.39,NaN,500.589,29.7,0,43.945,2.399,90
18.773,63.556,-12.032,12.233,6.015,20.8,85.39,NaN,500.589,29.7,0,43.945,2.156,90
19.273,57.54,-12.03,12.227,7.113,20.8,85.39,NaN,500.589,29.7,0,43.945,1.902,90
19.773,51.526,-12.026,12.202,8.177,20.8,85.39,NaN,500.589,29.7,0,43.945,2.367,90
20.273,45.514,-12.022,12.22,9.242,20.8,85.39,NaN,500.589,29.7,0,43.945,2.15,90
20.773,39.504,-12.02,12.215,10.333,20.8,85.39,NaN,500.589,29.7,0,43.945,1.984,90
21.273,33.495,-12.017,12.198,11.4,20.8,85.39,NaN,500.589,29.7,0,43.945,1.528,90
21.773,27.488,-12.008,12.152,12.389,20.8,85.39,NaN,500.589,29.7,0,43.945,2.054,90
22.273,21.484,-12.009,12.165,13.34,20.8,85.39,NaN,500.589,29.7,0,43.945,2.167,90
22.773,15.48,-12.006,12.177,14.333,20.8,85.39,NaN,500.589,29.7,0,43.945,1.925,90
23.273,9.478,-12.004,12.167,15.337,20.8,85.39,NaN,500.589,29.7,0,43.945,2.192,90
23.773,3.477,-12,12.177,16.352,20.8,85.39,NaN,500.589,29.7,0,43.945,2.192,90
# Event GROUND_HIT occurred at t=24.063 seconds
# Event SIMULATION_END occurred at t=24.063 seconds
24.063,0,-11.998,12.181,16.955,20.8,85.39,NaN,500.589,29.7,0,43.945,2.13,90
