# Simulation 18 (Up to date)
# 210 data points written for 14 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Lateral distance (m),Latitude (° N),Longitude (° E),Angle of attack (°),Mass (g),Motor mass (g),CP location (cm),CG location (cm),Wind velocity (m/s),Wind direction (°)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.339,56.646,59.661,59.808,2.713,20.8,85.39,0.26,506.989,36.1,58.587,44.735,4.811,90
1.389,59.612,58.942,59.089,2.922,20.8,85.39,0.573,506.989,36.1,58.442,44.735,4.855,90
1.439,62.541,58.222,58.371,3.13,20.8,85.39,1.412,506.989,36.1,58.092,44.735,4.756,90
1.482,65.032,57.602,57.754,3.309,20.8,85.39,2.001,506.989,36.1,57.873,44.735,4.597,90
1.512,66.792,57.16,57.314,3.438,20.8,85.39,2.23,506.989,36.1,57.793,44.735,4.523,90
1.54,68.375,56.759,56.917,3.555,20.8,85.39,2.253,506.989,36.1,57.785,44.735,4.523,90
1.568,69.957,56.359,56.52,3.674,20.8,85.39,2.06,506.989,36.1,57.852,44.735,4.632,90
1.6,71.714,55.915,56.079,3.808,20.8,85.39,1.667,506.989,36.1,57.994,44.735,4.818,90
1.64,73.944,55.353,55.519,3.98,20.8,85.39,1.19,506.989,36.1,58.179,44.735,4.902,90
1.69,76.694,54.661,54.829,4.195,20.8,85.39,0.728,506.989,36.1,58.372,44.735,4.743,90
1.74,79.41,53.977,54.146,4.409,20.8,85.39,0.176,506.989,36.1,58.625,44.735,4.597,90
1.79,82.092,53.301,53.469,4.621,20.8,85.39,0.587,506.989,36.1,58.434,44.735,4.657,90
1.84,84.741,52.633,52.798,4.832,20.8,85.39,1.233,506.989,36.1,58.16,44.735,4.7,90
1.89,87.356,51.97,52.132,5.039,20.8,85.39,1.31,506.989,36.1,58.129,44.735,4.365,90
1.94,89.938,51.312,51.471,5.243,20.8,85.39,1.898,506.989,36.1,57.907,44.735,4.679,90
1.981,92.039,50.774,50.929,5.407,20.8,85.39,1.817,506.989,36.1,57.936,44.735,4.582,90
2.025,94.27,50.2,50.351,5.581,20.8,85.39,1.565,506.989,36.1,58.03,44.735,4.473,90
2.075,96.764,49.553,49.701,5.774,20.8,85.39,1.241,506.989,36.1,58.156,44.735,4.464,90
2.125,99.226,48.91,49.056,5.965,20.8,85.39,0.674,506.989,36.1,58.393,44.735,4.351,90
2.175,101.655,48.268,48.414,6.153,20.8,85.39,0.072,506.989,36.1,58.673,44.735,4.252,90
2.225,104.053,47.629,47.775,6.34,20.8,85.39,0.509,506.989,36.1,58.467,44.735,4.163,90
2.275,106.418,46.991,47.138,6.526,20.8,85.39,0.959,506.989,36.1,58.27,44.735,4.125,90
2.325,108.752,46.355,46.504,6.712,20.8,85.39,1.371,506.989,36.1,58.103,44.735,4.027,90
2.375,111.054,45.72,45.872,6.898,20.8,85.39,1.792,506.989,36.1,57.944,44.735,3.794,90
2.425,113.324,45.087,45.244,7.086,20.8,85.39,1.804,506.989,36.1,57.939,44.735,3.745,90
2.475,115.563,44.46,44.619,7.274,20.8,85.39,1.469,506.989,36.1,58.064,44.735,3.838,90
2.525,117.77,43.839,44.001,7.462,20.8,85.39,1.103,506.989,36.1,58.209,44.735,3.853,90
2.575,119.946,43.223,43.387,7.651,20.8,85.39,0.844,506.989,36.1,58.317,44.735,3.714,90
2.625,122.092,42.611,42.777,7.839,20.8,85.39,0.596,506.989,36.1,58.426,44.735,3.518,90
2.675,124.208,42.005,42.172,8.026,20.8,85.39,0.074,506.989,36.1,58.67,44.735,3.614,90
2.725,126.293,41.404,41.571,8.213,20.8,85.39,0.925,506.989,36.1,58.283,44.735,3.864,90
2.775,128.348,40.808,40.973,8.398,20.8,85.39,1.443,506.989,36.1,58.073,44.735,3.927,90
2.825,130.374,40.216,40.379,8.58,20.8,85.39,1.838,506.989,36.1,57.926,44.735,3.988,90
2.875,132.37,39.628,39.788,8.76,20.8,85.39,2.236,506.989,36.1,57.786,44.735,4.158,90
2.925,134.337,39.043,39.2,8.937,20.8,85.39,2.48,506.989,36.1,57.704,44.735,4.343,90
2.975,136.274,38.461,38.614,9.111,20.8,85.39,2.29,506.989,36.1,57.767,44.735,4.351,90
3.025,138.183,37.881,38.032,9.281,20.8,85.39,1.862,506.989,36.1,57.916,44.735,4.298,90
3.075,140.062,37.303,37.453,9.45,20.8,85.39,1.319,506.989,36.1,58.121,44.735,4.245,90
3.125,141.913,36.727,36.876,9.616,20.8,85.39,0.699,506.989,36.1,58.378,44.735,4.183,90
3.175,143.735,36.152,36.302,9.781,20.8,85.39,0.229,506.989,36.1,58.593,44.735,4.236,90
3.225,145.528,35.579,35.729,9.945,20.8,85.39,0.159,506.989,36.1,58.626,44.735,4.338,90
3.275,147.293,35.008,35.159,10.108,20.8,85.39,0.587,506.989,36.1,58.428,44.735,4.395,90
3.325,149.029,34.438,34.59,10.271,20.8,85.39,1.008,506.989,36.1,58.246,44.735,4.422,90
3.375,150.737,33.868,34.024,10.433,20.8,85.39,1.183,506.989,36.1,58.174,44.735,4.556,90
3.425,152.416,33.302,33.459,10.595,20.8,85.39,1.203,506.989,36.1,58.166,44.735,4.738,90
3.475,154.067,32.737,32.896,10.757,20.8,85.39,1.621,506.989,36.1,58.004,44.735,4.628,90
3.525,155.69,32.171,32.334,10.919,20.8,85.39,2.323,506.989,36.1,57.754,44.735,4.288,90
3.575,157.284,31.606,31.773,11.081,20.8,85.39,2.788,506.989,36.1,57.604,44.735,4.014,90
3.625,158.85,31.041,31.214,11.245,20.8,85.39,2.801,506.989,36.1,57.6,44.735,3.918,90
3.675,160.388,30.481,30.658,11.409,20.8,85.39,2.663,506.989,36.1,57.643,44.735,3.831,90
3.725,161.898,29.923,30.105,11.574,20.8,85.39,2.523,506.989,36.1,57.688,44.735,3.675,90
3.775,163.381,29.368,29.555,11.739,20.8,85.39,2.144,506.989,36.1,57.815,44.735,3.592,90
3.825,164.835,28.819,29.009,11.905,20.8,85.39,1.558,506.989,36.1,58.027,44.735,3.576,90
3.875,166.263,28.273,28.467,12.071,20.8,85.39,0.659,506.989,36.1,58.394,44.735,3.694,90
3.925,167.663,27.732,27.928,12.237,20.8,85.39,0.331,506.989,36.1,58.543,44.735,3.85,90
3.975,169.036,27.195,27.392,12.401,20.8,85.39,1.233,506.989,36.1,58.153,44.735,3.966,90
4.025,170.382,26.66,26.859,12.565,20.8,85.39,1.873,506.989,36.1,57.91,44.735,3.974,90
4.075,171.702,26.128,26.327,12.727,20.8,85.39,2.391,506.989,36.1,57.731,44.735,3.955,90
4.125,172.995,25.599,25.798,12.888,20.8,85.39,3.133,506.989,36.1,57.498,44.735,4.087,90
4.175,174.262,25.072,25.27,13.046,20.8,85.39,3.853,506.989,36.1,57.295,44.735,4.26,90
4.225,175.502,24.548,24.744,13.203,20.8,85.39,3.705,506.989,36.1,57.334,44.735,4.086,90
4.275,176.717,24.024,24.219,13.357,20.8,85.39,3.142,506.989,36.1,57.495,44.735,3.772,90
4.325,177.905,23.501,23.697,13.51,20.8,85.39,3.055,506.989,36.1,57.521,44.735,3.718,90
4.375,179.067,22.98,23.176,13.661,20.8,85.39,3.402,506.989,36.1,57.419,44.735,3.889,90
4.425,180.203,22.461,22.657,13.81,20.8,85.39,3.266,506.989,36.1,57.458,44.735,3.887,90
4.475,181.313,21.943,22.139,13.958,20.8,85.39,2.801,506.989,36.1,57.598,44.735,3.772,90
4.525,182.397,21.426,21.623,14.104,20.8,85.39,2.684,506.989,36.1,57.635,44.735,3.826,90
4.575,183.455,20.91,21.109,14.25,20.8,85.39,2.354,506.989,36.1,57.742,44.735,3.808,90
4.625,184.488,20.395,20.596,14.394,20.8,85.39,2.588,506.989,36.1,57.665,44.735,4.025,90
4.675,185.495,19.882,20.084,14.537,20.8,85.39,3.008,506.989,36.1,57.534,44.735,4.325,90
4.725,186.476,19.37,19.575,14.678,20.8,85.39,2.908,506.989,36.1,57.565,44.735,4.431,90
4.775,187.432,18.86,19.066,14.819,20.8,85.39,2.187,506.989,36.1,57.798,44.735,4.31,90
4.825,188.362,18.349,18.559,14.958,20.8,85.39,0.89,506.989,36.1,58.292,44.735,3.981,90
4.875,189.267,17.838,18.052,15.097,20.8,85.39,0.616,506.989,36.1,58.411,44.735,4.02,90
4.925,190.146,17.329,17.548,15.236,20.8,85.39,0.498,506.989,36.1,58.464,44.735,4.105,90
4.975,191,16.819,17.044,15.374,20.8,85.39,0.064,506.989,36.1,58.669,44.735,4.024,90
5.025,191.828,16.311,16.541,15.511,20.8,85.39,0.431,506.989,36.1,58.495,44.735,3.999,90
5.075,192.631,15.803,16.039,15.649,20.8,85.39,0.605,506.989,36.1,58.416,44.735,4.021,90
5.125,193.408,15.297,15.539,15.786,20.8,85.39,0.832,506.989,36.1,58.317,44.735,4.01,90
5.175,194.161,14.79,15.04,15.922,20.8,85.39,1.106,506.989,36.1,58.202,44.735,3.966,90
5.225,194.887,14.285,14.543,16.059,20.8,85.39,1.131,506.989,36.1,58.192,44.735,3.981,90
5.275,195.589,13.78,14.047,16.195,20.8,85.39,1.651,506.989,36.1,57.989,44.735,3.83,90
5.325,196.265,13.276,13.552,16.331,20.8,85.39,2.388,506.989,36.1,57.73,44.735,3.602,90
5.375,196.917,12.771,13.058,16.467,20.8,85.39,2.107,506.989,36.1,57.825,44.735,3.645,90
5.425,197.543,12.269,12.567,16.603,20.8,85.39,1.516,506.989,36.1,58.04,44.735,3.751,90
5.475,198.144,11.768,12.077,16.739,20.8,85.39,1.043,506.989,36.1,58.228,44.735,3.8,90
5.525,198.719,11.269,11.59,16.875,20.8,85.39,0.097,506.989,36.1,58.652,44.735,3.954,90
5.575,199.27,10.77,11.105,17.01,20.8,85.39,0.751,506.989,36.1,58.351,44.735,4.059,90
5.625,199.797,10.274,10.622,17.145,20.8,85.39,1.511,506.989,36.1,58.042,44.735,4.12,90
5.675,200.298,9.778,10.141,17.28,20.8,85.39,1.864,506.989,36.1,57.911,44.735,4.057,90
5.725,200.774,9.283,9.663,17.414,20.8,85.39,1.996,506.989,36.1,57.864,44.735,3.921,90
5.775,201.226,8.789,9.187,17.548,20.8,85.39,2.407,506.989,36.1,57.723,44.735,3.836,90
5.825,201.653,8.296,8.714,17.681,20.8,85.39,3.543,506.989,36.1,57.377,44.735,3.902,90
5.875,202.056,7.804,8.244,17.814,20.8,85.39,4.856,506.989,36.1,57.042,44.735,3.987,90
5.925,202.434,7.314,7.778,17.947,20.8,85.39,5.974,506.989,36.1,56.799,44.735,4.001,90
5.975,202.787,6.825,7.316,18.079,20.8,85.39,7.514,506.989,36.1,56.516,44.735,4.09,90
6.025,203.116,6.339,6.858,18.21,20.8,85.39,9.397,506.989,36.1,56.232,44.735,4.24,90
6.075,203.421,5.854,6.406,18.341,20.8,85.39,10.712,506.989,36.1,56.066,44.735,4.234,90
6.125,203.702,5.371,5.96,18.47,20.8,85.39,12.528,506.989,36.1,55.871,44.735,4.324,90
6.175,203.958,4.892,5.522,18.599,20.8,85.39,14.285,506.989,36.1,55.713,44.735,4.385,90
# Event EJECTION_CHARGE occurred at t=6.22 seconds
6.22,204.169,4.461,5.135,18.714,20.8,85.39,15.121,506.989,36.1,55.646,44.735,4.224,90
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=6.221 seconds
6.223,204.18,4.437,5.113,18.72,20.8,85.39,NaN,506.989,36.1,0,44.735,4.218,90
6.301,204.492,3.478,4.147,18.91,20.8,85.39,NaN,506.989,36.1,0,44.735,4.315,90
6.385,204.743,2.516,3.206,19.087,20.8,85.39,NaN,506.989,36.1,0,44.735,4.034,90
6.475,204.925,1.543,2.337,19.255,20.8,85.39,NaN,506.989,36.1,0,44.735,3.779,90
6.569,205.025,0.563,1.656,19.411,20.8,85.39,NaN,506.989,36.1,0,44.735,4.049,90
# Event APOGEE occurred at t=6.626 seconds
6.626,205.04,0,1.44,19.496,20.8,85.39,NaN,506.989,36.1,0,44.735,4.235,90
6.725,204.992,-0.977,1.569,19.629,20.8,85.39,NaN,506.989,36.1,0,44.735,4.139,90
6.829,204.839,-1.957,2.21,19.746,20.8,85.39,NaN,506.989,36.1,0,44.735,4.047,90
6.937,204.575,-2.938,3.053,19.846,20.8,85.39,NaN,506.989,36.1,0,44.735,4.015,90
7.05,204.189,-3.917,3.966,19.929,20.8,85.39,NaN,506.989,36.1,0,44.735,3.827,90
7.168,203.667,-4.895,4.913,19.991,20.8,85.39,NaN,506.989,36.1,0,44.735,3.837,90
7.295,202.986,-5.868,5.871,20.03,20.8,85.39,NaN,506.989,36.1,0,44.735,3.753,90
7.432,202.114,-6.836,6.836,20.038,20.8,85.39,NaN,506.989,36.1,0,44.735,4.43,90
7.585,201.001,-7.77,7.781,20.002,20.8,85.39,NaN,506.989,36.1,0,44.735,4.547,90
7.757,199.582,-8.681,8.721,19.894,20.8,85.39,NaN,506.989,36.1,0,44.735,3.968,90
7.962,197.712,-9.602,9.679,19.685,20.8,85.39,NaN,506.989,36.1,0,44.735,4.593,90
8.209,195.23,-10.43,10.581,19.313,20.8,85.39,NaN,506.989,36.1,0,44.735,4.035,90
8.553,191.506,-11.269,11.506,18.608,20.8,85.39,NaN,506.989,36.1,0,44.735,4.334,90
9.053,185.713,-11.906,12.299,17.256,20.8,85.39,NaN,506.989,36.1,0,44.735,3.966,90
9.553,179.71,-12.106,12.583,15.627,20.8,85.39,NaN,506.989,36.1,0,44.735,3.488,90
10.053,173.643,-12.158,12.639,13.907,20.8,85.39,NaN,506.989,36.1,0,44.735,4.047,90
10.553,167.564,-12.16,12.707,12.121,20.8,85.39,NaN,506.989,36.1,0,44.735,4.149,90
11.053,161.484,-12.16,12.762,10.23,20.8,85.39,NaN,506.989,36.1,0,44.735,3.263,90
11.553,155.406,-12.154,12.684,8.354,20.8,85.39,NaN,506.989,36.1,0,44.735,3.742,90
12.053,149.328,-12.156,12.699,6.529,20.8,85.39,NaN,506.989,36.1,0,44.735,4.037,90
12.553,143.251,-12.152,12.738,4.657,20.8,85.39,NaN,506.989,36.1,0,44.735,3.342,90
13.053,137.176,-12.147,12.676,2.796,20.8,85.39,NaN,506.989,36.1,0,44.735,3.395,90
13.553,131.103,-12.146,12.649,1.006,20.8,85.39,NaN,506.989,36.1,0,44.735,3.38,90
14.053,125.031,-12.144,12.63,0.744,20.8,85.39,NaN,506.989,36.1,0,44.735,3.599,90
14.553,118.96,-12.141,12.641,2.492,20.8,85.39,NaN,506.989,36.1,0,44.735,2.731,90
15.053,112.893,-12.127,12.542,4.172,20.8,85.39,NaN,506.989,36.1,0,44.735,3.411,90
15.553,106.828,-12.131,12.568,5.794,20.8,85.39,NaN,506.989,36.1,0,44.735,4.219,90
16.053,100.766,-12.116,12.657,7.53,20.8,85.39,NaN,506.989,36.1,0,44.735,4.22,90
16.553,94.707,-12.119,12.727,9.417,20.8,85.39,NaN,506.989,36.1,0,44.735,4.495,90
17.053,88.648,-12.116,12.801,11.422,20.8,85.39,NaN,506.989,36.1,0,44.735,3.239,90
17.553,82.593,-12.106,12.679,13.397,20.8,85.39,NaN,506.989,36.1,0,44.735,4.015,90
18.053,76.538,-12.114,12.716,15.306,20.8,85.39,NaN,506.989,36.1,0,44.735,3.919,90
18.553,70.481,-12.113,12.722,17.245,20.8,85.39,NaN,506.989,36.1,0,44.735,3.181,90
19.053,64.427,-12.102,12.626,19.117,20.8,85.39,NaN,506.989,36.1,0,44.735,3.192,90
19.553,58.376,-12.103,12.581,20.876,20.8,85.39,NaN,506.989,36.1,0,44.735,3.684,90
20.053,52.325,-12.102,12.608,22.618,20.8,85.39,NaN,506.989,36.1,0,44.735,3.871,90
20.553,46.275,-12.098,12.643,24.42,20.8,85.39,NaN,506.989,36.1,0,44.735,4.092,90
21.053,40.226,-12.094,12.689,26.297,20.8,85.39,NaN,506.989,36.1,0,44.735,4.23,90
21.553,34.18,-12.091,12.734,28.256,20.8,85.39,NaN,506.989,36.1,0,44.735,4.284,90
22.053,28.135,-12.089,12.769,30.284,20.8,85.39,NaN,506.989,36.1,0,44.735,3.747,90
22.553,22.092,-12.085,12.718,32.303,20.8,85.39,NaN,506.989,36.1,0,44.735,3.995,90
23.053,16.05,-12.084,12.721,34.287,20.8,85.39,NaN,506.989,36.1,0,44.735,4.247,90
23.553,10.009,-12.079,12.751,36.302,20.8,85.39,NaN,506.989,36.1,0,44.735,3.846,90
24.053,3.97,-12.076,12.718,38.32,20.8,85.39,NaN,506.989,36.1,0,44.735,4.292,90
# Event GROUND_HIT occurred at t=24.381 seconds
# Event SIMULATION_END occurred at t=24.381 seconds
24.381,0,-12.074,12.741,39.645,20.8,85.39,NaN,506.989,36.1,0,44.735,4.41,90
